"","Ost_contr_11","Ost_contr_12","Ost_contr_20","Ost_contr_22","Ost_contr_8","Ost_contr_9","Ost_dif_11","Ost_dif_12","Ost_dif_20","Ost_dif_22","Ost_dif_8","Ost_dif_9","VIC_contr_213","VIC_contr_431","VIC_contr_432","VIC_contr_482","VIC_contr_494","VIC_dif_213","VIC_dif_431","VIC_dif_432","VIC_dif_482","VIC_dif_494"
"RBBP7",17.6825,17.17145,16.80654,16.84148,16.16941,16.2232,17.04271,16.77602,16.69891,16.79286,16.27394,16.45973,17.20371,16.15845,16.39787,17.30379,17.3554,17.0501,16.62924,16.76005,17.01167,17.13951
"ECM1",15.29601,15.5866,15.2141,15.46626,15.3837830603979,15.269877268025,15.48128,15.24351,14.92329,15.28167,15.312365461616,15.3618055178435,14.51602,16.08261,16.535,14.84731,15.20511,15.1861772640758,15.4138111859793,15.83688,15.75741,15.81711
"CPSF6",16.07389,15.98187,15.75457,15.63318,15.87507,15.56698,15.90679,15.73192,15.32086,15.69981,15.57318,15.520765868564,15.47807,15.50586,15.57766,15.28727,15.98258,15.12486,14.9739995477431,15.28163,15.7243,15.71509
"DBN1",17.09593,16.37345,17.26393,16.88873,16.77959,17.27507,16.92878,16.60828,17.45226,17.07223,17.20136,16.80506,16.68345,17.28088,16.78533,16.66193,17.225,17.05162,17.01643,16.76108,16.48193,16.81042
"PTGIS",16.83668,16.61828,15.86797,16.73604,16.50105,16.30286,17.43883,17.33822,16.17252,16.9679,16.61034,16.83115,17.6555,17.8283,18.08036,18.17112,18.43052,17.35709,17.14836,18.2983,17.7113,17.67346
"FSCN1",19.0596,18.71594,19.16265,18.92022,19.1224,19.06069,18.90023,18.83589,19.27441,19.04951,19.1479,18.89457,19.67722,19.88669,19.7962,19.6089,19.49002,19.42037,19.5051,19.83032,19.21026,19.6816
"IFI16",17.16369,17.46848,16.78745,17.16654,17.18131,16.98729,17.14827,17.18166,16.77504,16.73822,16.88662,16.921,16.93949,15.95505,16.08862,16.91883,17.07773,17.39566,15.61364,15.63247,16.86284,16.68046
"DECR1",17.96608,17.46368,17.61613,17.81155,17.35219,17.91494,17.58216,17.85317,17.92993,17.82387,17.5733,17.59037,17.96264,18.17368,16.91913,18.05564,16.79772,17.71886,17.72217,17.39696,17.62919,17.34462
"MAN2A1",15.49904,15.5363385367299,15.9255,15.57373,15.7515029775544,15.9108521707434,15.76249,15.6349982026985,16.59843,16.02081,16.41484,16.1464030423033,16.0212,15.98663,15.96544,15.76375,16.08765,15.5174,14.6438243982474,14.78853,16.25448,15.41766
"NDUFA5",16.19284,16.31687,16.48271,16.39026,16.29033,16.49651,16.17075,16.38219,16.67153,16.40488,16.40949,16.62299,16.09225,15.94043,15.46533,16.46318,16.10861,16.72119,16.08452,15.89439,16.22431,16.11678
"TST",16.14813,16.1154,17.72437,15.43636,16.60869,16.8848,16.37323,16.6158,16.92024,15.72737,16.42619,16.40604,16.94743,17.3291,17.22079,16.66975,16.79936,17.53202,17.7001,17.96881,17.48467,17.26231
"HAGH",15.79437,15.69198,16.15855,15.83803,15.86819,16.02917,15.65768,15.55712,16.13136,15.85388,16.057,16.131,15.87845,16.26509,16.38887,15.90215,16.01273,16.2871,16.3978,16.78386,15.99942,15.67751
"NDUFA9",16.27559,16.6451,16.82354,16.90668,16.39586,16.65766,16.55382,16.8628,17.20746,16.93109,16.50169,16.52427,17.23612,16.07999,15.74722,16.7516,16.58733,17.09934,15.8184,16.20279,16.7441,16.89837
"ME3",14.503973710659,15.26999,15.00202,14.96104,16.06333,15.72766,14.3388,14.7277122130313,15.08822,14.80895,15.92368,16.18456,14.96381,14.8062249724972,14.5156283208251,14.26376,14.18727,15.37765,15.6417661779986,15.4384157356386,14.77561,14.07271
"PCK2",16.60628,16.87972,16.91994,16.89274,16.73723,16.3713,16.25542,16.38596,17.23601,17.00751,16.68497,16.13411,16.7286,17.41884,16.80883,17.42937,17.50769,16.64482,17.88935,18.27241,16.47433,16.71142
"UPP1",15.3912392756214,15.17929,15.16747,14.76675,15.0684928689493,15.0943699017518,15.683,15.81904,15.60268,15.3204200726219,15.4521792607828,15.25951,15.96437,15.6209833658865,15.73344,15.83941,16.45488,16.25181,16.32883,16.45406,15.23767,15.12511
"DDR2",15.57723,15.81773,16.01448,16.02133,16.04575,15.75677,16.0081,15.84358,15.76908,15.4663,15.73822,15.81257,16.06362,14.85885,15.76291,15.69842,15.84016,15.45686,15.49005,15.66024,15.79446,15.09534
"HADH",17.49722,17.29058,17.15887,17.34148,17.26701,17.5356,17.41784,17.5934,17.67662,17.62774,17.40223,17.52601,17.91407,17.73371,16.65265,17.26569,16.92034,17.68968,17.92522,17.56838,17.41707,17.09515
"CYP51A1",15.0019,15.1583383576226,15.07475,15.78545,15.15348,15.05366,15.65688,15.19154,15.48849,15.49846,15.50965,15.53798,16.32071,15.3627186774992,15.37622,15.68936,14.95368,15.67036,15.0543057217029,15.24917,15.54864,15.83339
"UGP2",18.35729,17.94295,18.36478,18.29198,18.05157,18.33811,18.70287,18.57479,19.34107,18.87308,19.00399,18.79361,18.76098,18.88703,18.31435,18.37293,18.1051,18.85565,18.85281,18.84451,18.83403,18.80897
"ATP6V1F",16.48144,16.30836,16.42661,16.40018,16.49967,16.44285,16.36572,16.39536,16.90665,16.43468,16.83131,16.63665,16.58227,15.81617,16.11975,15.93365,16.29059,16.90858,16.4076,16.47916,16.11926,15.64865
"TXNRD1",18.20511,17.81412,18.68323,18.13099,18.25256,17.93192,17.87605,18.28253,18.69612,18.01691,18.30726,17.95211,20.00994,19.33956,19.59419,20.0888,20.1517,19.64187,20.00277,19.7854,19.46763,19.82849
"TPD52L1",16.26291,16.26655,15.12921,15.51879,15.3772651870856,15.10427,15.43571,15.58346,15.3391,14.77922,15.3984757975435,15.4501410041363,16.23631,16.33665,15.6956220366855,14.24852,15.31643,15.18816,16.08444,15.57539,14.7031291408431,15.67051
"IMMT",17.95466,17.85276,17.79366,17.69277,17.60658,17.8523,17.72794,17.76532,17.87813,17.78677,17.61376,17.68109,17.93468,17.60265,17.35199,17.68984,17.60946,18.06606,17.39937,17.39987,17.58458,17.86825
"HNRNPUL2",17.5709,17.20138,16.95273,17.00504,17.08822,17.03762,16.98177,17.04695,16.62804,16.87162,16.70957,16.82419,17.21514,17.1031639566089,17.0865839334995,17.08762,17.33659,17.10584,16.8994699825501,16.9972971601538,17.15369,17.36233
"INF2",16.68682,16.65786,16.57953,16.58117,16.32682,16.4737,17.02813,16.97584,16.91148,16.87336,16.37774,16.48577,17.00298,16.33795,16.57442,16.76052,16.29824,15.96346,16.05006,16.27386,16.85379,16.57301
"PDS5A",14.86478,14.94252,14.34949,14.49214,14.6076495297242,14.44073,14.94451,15.04063,14.32261,14.78639,14.6208882498263,14.70226,14.83967,14.435023963646,14.4574170031735,14.83707,14.63072,14.79783,14.3103960503936,14.35898,14.73019,14.74641
"WASHC4",15.31594,15.89467,16.05738,16.41759,16.00782,15.92271,16.16615,16.2704,16.44495,16.31186,16.00032,16.10027,16.26442,15.30447,15.30941,15.81282,15.81774,15.77948,15.09304,15.61182,15.6756,16.14002
"IAH1",17.74863,18.08993,18.28337,18.34621,17.85191,18.14683,18.15153,18.41202,18.31846,18.30664,17.97489,18.02639,18.15866,17.69795,17.81553,18.01378,18.09338,18.65412,18.42978,18.39701,18.16542,18.41437
"LRRFIP1",16.5649,16.28597,16.45087,16.05467,16.02724,16.32099,16.16043,16.05287,16.45007,16.47849,16.46898,16.12475,16.34781,16.57888,16.83267,16.62912,17.0893,16.81529,16.68686,16.5341,16.95596,16.59601
"P3H1",18.01338,17.62838,18.02697,17.88339,18.30409,17.98745,17.65634,17.27067,17.95272,17.98475,18.07225,17.43326,18.03493,17.84782,18.06166,17.97974,18.10624,17.40317,16.98139,17.29193,17.71694,18.16103
"EML3",14.8661673943684,14.95539,14.82042,14.75232,14.9643997324761,14.91305608215,15.20774,15.29688,15.10285,15.11885,15.22241,15.36714,15.1386,14.9322328436859,14.9175741483259,14.9252,15.14921,15.3152944570727,14.8875593624856,14.96588,15.45505,15.17295
"MAP7D1",16.73625,16.60473,17.00657,16.58753,17.09451,16.93549,16.45403,16.06165,16.10668,16.52856,15.91867,15.91501,16.5632,17.30321,17.36913,16.73125,16.75229,15.7978090623753,15.79896,16.25022,16.54229,16.21978
"UAP1L1",16.7716,16.72575,16.85833,16.63349,16.77279,16.96107,16.5978,16.49428,17.1839,17.00816,16.86012,16.90304,16.40108,15.43075,15.77811,15.79762,15.74356,16.46493,16.31913,15.97892,15.96112,15.67921
"TKFC",15.4997,15.68226,14.96908,15.16494,15.30501,15.25636,15.54747,15.66729,15.27258,15.50477,15.12003,15.41716,15.47627,15.51543,15.22579,15.16891,14.9255,15.51267,15.57838,15.63631,15.30622,15.55828
"LSM12",16.60339,16.22433,16.67205,16.32215,15.78618,16.3088,16.34498,16.14466,16.21311,16.23587,15.9861981489453,15.8457509947656,16.1831,16.53426,16.97946,16.21905,15.79292,15.9871,15.88841,16.12418,15.96832,16.14557
"ALDH1L2",16.514,16.68803,17.32102,16.92239,17.47505,17.37168,16.93101,16.82311,18.28789,17.74243,17.95805,17.70258,16.77532,17.36092,16.99571,17.11036,16.96788,16.98797,17.34867,17.72861,17.30129,16.97173
"TIMM50",15.11523,14.6232999642186,14.53722,14.70911,14.4680123808443,14.44785,14.48208,14.6177576664376,15.43209,14.774,15.30198,15.30493,15.05222,15.2205210680748,14.74297,14.88977,14.75096,15.48498,15.52728,15.27116,14.57626,14.9667024685571
"VPS26B",16.26999,15.42437,15.98722,15.91995,15.6071607991365,15.82734,15.55716,15.53162,15.83844,15.51572,15.6029691548716,15.4648347669025,16.04814,16.06933,16.26317,15.81365,15.70926,15.61994,15.5927560150949,15.65937,15.5656,16.02784
"NADK2",15.29605,15.52527,15.96287,16.10567,15.78636,16.23791,15.65603,15.60792,16.09622,16.00772,16.15649,16.38647,15.55941,15.1236,15.2119237776439,15.60474,15.47298,16.35287,16.15832,16.0318,16.0323,15.82412
"PREPL",15.25398,15.56475,15.61495,15.28485,15.12551,15.56473,15.30108,15.32073,15.32115,15.54841,15.26237,15.35166,15.44862,16.10584,16.2296,15.43409,15.62441,15.26494,15.76918,15.99861,15.40172,15.51437
"ANO6",14.56318,15.067,14.9947,15.07212,15.34503,15.22302,15.02621,15.34796,15.29527,15.10409,15.70567,15.88886,15.45731,14.97913,15.04692,14.65046,15.54814,16.30201,15.52558,15.78174,15.59657,15.70214
"FAM98B",15.67475,15.78474,15.31382,15.24186,15.286911968896,15.13556,15.51763,15.69813,15.08534,15.25336,15.1749195174872,15.3478869573382,15.58407,15.78304,15.35679,15.48823,15.51155,15.8637,16.34831,16.23872,15.46483,15.73228
"PDCD4",15.88469,15.75522,14.98974,16.03253,15.4047603525115,15.2953818053055,16.04005,16.05712,15.30704,15.51516,15.3269939616526,15.3167321622992,15.13224,14.8034616644448,15.0992525399851,14.75034,15.38963,14.17926,14.1751509847677,14.4632536970891,14.90088,15.14697
"FNDC3B",15.413732691746,15.65925,15.84237,15.23106,15.79591,15.67475,15.35666,15.51947,15.54783,15.19337,15.88896,15.77292,15.36695,16.09344,16.27795,15.34013,15.39641,14.97556,15.45929,15.76547,15.64639,14.95963
"TP53I3",17.0152,17.19655,17.52745,17.50648,17.93883,18.20033,17.58174,17.6953,18.09215,18.02529,18.22919,18.24747,17.19818,17.37707,17.22651,17.25435,16.74674,17.74392,17.84777,17.50509,17.58103,17.33001
"HSD17B12",16.95074,16.73276,17.89127,17.53097,17.17164,17.62795,17.53196,17.34334,18.6151,17.85756,18.0764,17.49745,18.13776,17.59705,17.49147,18.04579,17.49881,17.95798,18.19264,18.0672,17.68479,18.24411
"AGK",14.77095,15.19222,14.78612,15.09292,15.1325,15.04536,15.13006,15.05692,15.30982,15.19264,15.13659,15.09333,15.38311,14.96598,14.64078,14.78899,14.7598,15.69436,15.42299,14.83564,15.29462,14.91008
"LACTB2",16.29367,16.04643,15.87962,16.20985,16.20178,15.95325,16.00301,16.26679,16.23567,15.92374,16.1328290224073,16.26126,15.91891,15.59601,15.32462,15.95831,15.49559,15.93596,16.21127,15.94317,15.92019,15.80635
"PYCR3",14.8232,15.11501,14.97335,15.02479,15.04977,14.9434471601709,14.82634,14.94107,14.98517,14.62991,15.0595100341503,15.1776715132196,14.24442,15.3047402944424,15.49908,14.6572,14.73538,14.8368073933847,15.05512,15.43774,14.85319,15.25507
"EIPR1",15.88412,15.68703,15.6061,15.60591,15.54919,15.76462,15.54516,15.50519,15.60793,15.70984,15.70571,15.49329,15.13696,15.74168,15.83169,15.42421,15.12385,15.66623,15.6558,15.87408,15.12724,15.07119
"HS1BP3",16.56479,16.61883,16.50372,17.05157,16.73167,16.89671,17.25896,17.28193,16.85841,17.1328,16.73772,16.96868,15.78676,14.87815,15.89008,15.1,16.0763,17.00583,16.60485,16.47468,16.61946,16.24863
"CCDC93",15.34008,15.18308,15.549,15.40215,15.3989519912587,15.43301,15.00286,15.3499,15.65419,15.66105,15.6625366408505,16.01712,15.21844,15.42209,15.53842,15.31033,15.21633,15.46308,15.96481,15.91901,15.31909,15.59356
"RILPL1",15.0853863263611,15.15308,15.21299,14.88417,14.96604,15.15884,14.63213,14.7372689382248,14.72048,14.60363,15.10052,15.25812,14.7420418575914,15.42616,14.98569,14.97291,14.60734,14.89042,15.30404,15.40023,15.1868,14.65178
"HERC4",16.57182,16.85012,16.3956,16.27979,16.13895,16.04923,16.08312,15.94357,16.27081,16.16144,16.33914,16.3511,16.27004,16.01324,16.41382,16.13312,16.01429,15.9724,15.87721,16.38486,15.84821,15.95992
"TCEAL5",16.13564,16.01321,16.38595,16.06776,16.0308049376911,16.02482,16.54715,16.54885,16.65701,16.73479,16.4501255399712,16.4371767878628,16.02821,16.4494726260697,16.2485189790283,16.15014,16.10774,17.13142,16.1859027372673,16.31111,17.45248,17.67164
"NOMO2",17.219,16.86042,17.16784,17.05685,16.75851,16.97783,16.93229,16.73102,17.3067,17.11861,17.00694,16.80876,17.40385,17.3478,17.23845,17.52071,17.00096,17.17927,17.30489,17.2087,17.25633,17.16998
"MIA3",15.73783,15.84052,15.41728,15.42043,15.33322,15.77166,15.73088,15.51832,15.7816,15.77908,15.85033,16.01175,15.52933,15.60322,15.96825,15.40258,15.75378,15.78939,16.14881,16.20313,15.85917,15.96139
"PITRM1",16.61405,16.94246,16.72773,16.72562,16.62391,16.89405,16.80472,17.01327,16.88711,16.99405,16.7311,16.99591,16.31996,16.24566,15.70737,16.39107,16.34005,16.69689,16.66769,16.36025,16.91095,16.33202
"PSMG4",15.68115,15.80873,14.98084,15.34886,14.91417,15.04761,15.60388,15.44488,15.13953,15.20627,15.1183801351867,15.205526440568,15.67936,14.93784,15.21097,14.89137,15.18048,15.41548,15.67387,15.43278,15.18538,15.44539
"WDR44",15.37443,15.12537,15.06057,15.07107,15.0698333637684,15.11753,15.04534,15.19914,15.15543,14.97351,15.0818292692626,15.1393190607066,15.5115,15.12609,15.21907,15.37648,15.49858,15.08795,15.6281320785751,15.84463,15.39761,15.29537
"TOR1AIP1",16.08845,16.18866,15.92667,16.13565,16.26553,15.89467,15.22309,15.91162,15.86632,15.85363,15.9798281991973,15.999666313408,16.03597,15.99673,15.7713,15.88119,16.04621,15.6638,15.57886,15.83025,15.97946,15.67384
"HABP4",15.43103,15.0740314563775,15.00934,14.86784,14.9462968336333,15.0140979100983,14.89373,15.0158287336576,15.20954,15.17514,15.1846519230959,15.1094069680206,16.0798,15.5031963184151,15.0886496807575,15.8912,14.99637,15.40158,15.4794487684459,15.3219925919679,15.02553,14.90151
"EOGT",15.67065,15.66915,15.64987,15.85041,15.9183053212852,15.72342,16.12019,16.3577,16.31962,16.25226,16.73025,16.95553,15.93128,16.16867,16.255,15.51471,15.89949,16.61977,16.73948,16.82019,16.36086,16.027
"COX20",16.00406,15.32938,15.31139,15.82007,15.52496,15.53576,15.42157,15.37658,15.40611,15.55042,15.6107,15.71673,15.77808,15.96264,15.24703,15.57854,15.26174,15.43576,15.52875,15.42025,15.22041,14.96869
"HP1BP3",16.85313,17.45197,16.67911,17.26066,17.09879,16.81415,17.04127,17.26933,16.69256,16.89518,16.60194,16.75746,17.19769,16.8832819713913,17.2997732073535,16.79742,17.3042,15.47284,15.3728156290126,16.1862300042003,17.29125,17.335
"CEP170",15.43915,15.30307,15.62937,15.24527,15.40728,15.24994,15.02109,14.6824,15.06953,14.75926,15.2130630482934,15.0012169259967,15.34603,15.67021,16.01912,15.19759,15.75183,14.8794,14.5747478595526,14.86217,14.97637,15.21181
"NOL9",14.40719,15.40486,15.19346,15.12305,15.52087,15.26197,15.26082,15.34094,15.08657,14.94459,15.3649869639961,15.50729,15.47784,15.228764429591,15.4229370344526,15.08078,15.39876,15.42146,15.1145868095554,15.4348056035399,15.31483,15.58004
"CC2D1B",15.65535,15.38737,15.32884,15.13677,15.2300901460834,15.1395,15.41983,15.54205,15.09485,15.38436,15.2095864946058,15.1541260226674,15.99823,15.2695,15.09128,15.24733,15.0127,14.94583,14.8157926044494,14.94409449107,15.46914,14.99455
"FKBP15",15.53233,15.36211,15.29004,15.14228,15.41026,15.35233,15.37692,15.27007,15.46128,15.34985,15.39497,15.3894,15.1077,14.79915,15.26363,14.71883,15.13397,14.81004,14.9967225656501,15.2053,15.19914,15.04273
"UBR4",15.75808,16.17258,16.05145,16.22944,16.07998,16.02823,16.11111,16.12308,16.42958,16.23411,16.32117,16.45666,16.44667,16.31871,16.38219,16.04614,16.03413,15.1776,15.80956,16.28106,15.93789,16.17751
"ACBD5",15.21882,15.09117,15.47729,15.00277,15.1684109153128,15.33458,15.20432,15.38912,15.4074,15.20683,15.2443049063071,15.2793963114555,14.96178,15.2026276842693,14.86657,14.99892,14.88675,14.65132,14.9031649603888,15.04169,15.28576,15.34171
"ATAD3B",15.68765,15.85925,15.61204,15.75213,16.01112,15.8816,15.71033,15.76815,15.69426,15.76128,15.99539,15.88542,15.32543,15.58307,15.55231,15.19008,15.31642,15.91653,16.0224652293463,15.937614322881,15.61193,15.12692
"WLS",15.25168,15.38187,15.35811,15.60631,15.4645006707661,15.22189,15.47105,15.45403,15.56976,15.52922,15.8346072240208,16.17564,15.09711,15.01439,15.38866,15.7858,15.37544,15.30184,15.0916368493157,15.29306,15.46652,15.228012269376
"NT5DC1",15.48189,15.79277,15.66242,15.42724,15.92143,15.83685,15.48406,15.48913,15.68863,15.65736,15.76598,16.09708,16.31139,15.48627,15.58277,15.72013,15.81561,16.04578,15.94359,15.80574,15.80839,16.62248
"VPS53",14.78818,15.29139,15.33284,15.23135,15.34267,15.38983,15.34018,15.16728,15.44809,15.41075,15.47776,15.73476,15.14828,15.1581074946028,15.17007,15.06057,14.97819,15.43008,15.4478,15.6471,15.20081,15.32243
"BROX",16.2421,16.00747,16.42598,15.74213,16.30401,16.08332,16.48004,16.0791,16.35459,15.56935,16.11008,16.19319,17.15067,16.35951,16.27809,16.91364,16.11982,16.05871,16.28895,16.16285,16.14142,16.6825
"ECPAS",16.21042,16.71218,16.27989,16.49588,16.43491,16.29395,16.66598,16.68474,16.77905,16.8797,16.9031,16.91126,16.28234,15.88821,16.31503,16.14239,16.1645,16.50397,16.19512,16.3856,16.33495,16.26666
"FHIP2A",15.82228,15.89339,15.6295,15.66562,15.983,15.9024,15.69205,15.63598,15.65141,15.58006,15.80816,15.86667,15.82557,15.34997,15.76435,15.65964,15.41188,15.73593,15.43737,15.65096,15.66905,15.91253
"MICOS13",15.13593,14.83212,15.18139,15.34303,14.863,14.79962,15.09233,15.17769,15.55537,15.83268,14.46115,15.20088,15.80253,15.63152,14.77589,15.82585,14.59794,15.22405,15.40791,15.02551,14.5866,15.99402
"CD276",16.56687,16.61027,16.85732,17.14358,16.66194,17.07148,16.80057,16.68305,17.17445,17.06954,16.79749,16.73601,16.79776,16.42996,16.3479,16.92564,16.40997,16.45753,16.15226,16.62736,16.24202,16.32313
"PCNX4",19.3002,19.67802,19.28271,19.52435,19.71802,19.45002,19.5304554816264,19.22564,19.75571,19.5016,19.79656,19.78209,18.13477,19.0905520584881,20.10251,17.59795,19.35505,20.70564,20.75279,20.9295,20.44918,18.9999
"KANK2",16.7126,16.81443,16.1616,16.10259,16.10343,16.10198,16.83719,17.0414,16.31831,16.36869,16.38601,16.31673,17.14339,15.27948,15.49759,15.53501,15.72851,15.32862,14.8808290041371,15.1315925140165,16.14333,15.6472
"WASHC2A",16.15308,16.45909,16.22582,16.14614,16.06536,16.28612,16.24855,16.44116,16.25162,16.34801,16.39497,16.08776,16.14558,16.20001,15.866,16.05659,15.99795,15.75081,15.17177,15.48805,15.84077,16.32645
"TBC1D9B",14.7341054691564,15.11905,14.9766180927763,14.86712,15.53716,15.09327,14.65245,15.37946,15.2416,14.85273,15.78347,15.94212,14.78045,15.49572,14.9804,15.03613,14.82612,14.81105,15.0624606121154,15.08995,14.87655,15.35125
"MAP1S",15.17483,14.96313,15.45386,15.43144,15.15807,15.59325,15.10306,15.10806,15.78573,15.44922,15.86914,15.61923,15.93848,15.92906,15.48984,15.62534,15.58056,15.64804,15.8761,15.95226,15.29434,15.77953
"TNS3",15.25263,15.3394521725768,15.54748,15.30932,15.3354,15.41995,15.6339,15.67354,15.96856,15.63806,15.79065,15.59129,15.1370960529223,15.44919,14.4196,14.9223534728835,14.53733,15.4520646455088,15.34799,15.34097,15.1167,14.99781
"ARHGAP17",15.26731,15.70769,15.36823,15.0449,15.03135,15.17418,14.77535,15.08899,15.06023,15.03654,14.70028,15.0595054450661,14.05993,14.96103,14.71458,14.12532,14.75798,15.08582,15.04292,15.19039,15.00281,14.6467
"ATL3",18.28554,18.33886,18.40006,18.39919,18.3089,18.52332,18.43669,18.62469,18.8024,18.67802,18.65298,18.46772,18.49519,18.26995,18.32086,18.30204,18.18301,18.62,18.46086,18.49621,18.44972,18.37989
"VASN",18.43246,17.03551,17.33889,17.30433,16.32607,16.74232,17.36634,16.78703,16.98434,17.03201,16.62947,16.21819,17.20954,16.58959,16.05268,16.77507,17.00044,15.40712,15.79273,15.86015,15.99256,16.20655
"PTRHD1",16.09171,15.77136,16.28461,16.07021,15.89556,16.2705,15.8016,15.82693,16.59293,16.05662,16.13764,16.20833,16.41628,16.14297,16.01144,15.99801,16.18382,16.39479,16.52959,16.41037,15.98555,16.36445
"LAMTOR1",17.02371,17.4598,17.65852,17.82981,17.48348,17.62143,17.36792,17.10299,17.78205,17.42655,17.33388,17.19767,18.38637,17.86973,17.07602,18.4119,17.69631,17.99924,17.49614,17.68778,17.37915,17.7858
"DHRS7B",15.54474,15.89857,15.95423,15.87907,16.4998,16.18788,15.84795,15.99219,16.29861,16.30205,16.33646,16.69944,16.64424,15.88164,16.26814,15.33128,15.93793,15.98522,16.49472,16.63452,15.9175,16.36279
"TWF2",17.34644,17.05578,17.17732,17.2432,16.92619,17.07986,17.22951,17.11526,17.40631,17.28434,17.3226,16.62487,17.32538,17.13024,17.22827,17.3312,17.05183,17.24073,17.00142,17.06866,17.12345,17.28965
"TANGO2",14.9877022552787,15.25766,15.51421,15.46973,15.48039,15.68785,15.41187,15.46976,15.66824,15.77765,15.39302,15.92747,15.30535,14.7743261640707,14.86214,14.62435,14.81391,15.76503,15.37595,15.94223,15.52711,15.03664
"PDE12",15.66815,15.42364,15.40647,15.18974,15.7786,15.48539,15.17867,15.3998,15.42654,15.2994,15.48266,15.90211,15.79608,15.68596,15.44561,15.87356,15.27268,15.49285,15.9844,15.79198,15.30259,15.47587
"SLC25A24",17.16337,17.48756,17.3409,17.36244,17.39345,17.58838,17.5754,17.71908,17.99338,17.95197,17.90747,17.88775,17.5448,17.03531,16.68981,17.15479,17.11553,18.09799,17.853,17.57347,17.1974,17.33595
"RETSAT",15.2484,15.23523,15.45342,15.15136,15.01299,15.43883,15.46829,15.59666,16.22524,15.57162,15.95301,15.77578,15.32248,15.6919,15.96095,15.77183,15.42627,15.40629,15.53179,16.24507,15.43411,16.08298
"TMEM214",15.81645,15.80057,16.10521,16.18167,15.57365,15.86542,16.22821,15.94538,16.20047,16.15332,16.24588,16.03045,16.44806,16.62638,16.368,16.26283,16.07358,16.21458,15.82455,16.13822,16.10171,16.20998
"HIBCH",16.00218,16.20758,16.09045,16.14139,16.00049,15.99096,16.15158,16.57338,16.30479,16.27778,16.24826,16.47766,15.82436,16.00991,15.5699,15.81051,15.51976,16.36185,16.42116,16.51025,16.39284,16.07966
"PPP1R18",18.70562,18.24698,18.73511,18.73013,18.76042,19.06676,18.04046,18.06256,18.59334,18.28262,18.04805,18.10635,18.62929,17.78392,17.48459,18.41892,18.61369,18.58708,18.31428,18.19746,18.49998,18.47464
"MZT2B",16.29114,15.9402835799023,17.01709,18.02791,14.64611,16.77735,17.38638,17.0176691379725,18.47871,17.64033,16.5406248542098,16.3974025543503,18.31559,17.337823015219,17.2639630432636,16.06325,17.52153,17.81311,16.9949719987679,17.43952,17.57813,18.72496
"CAVIN1",20.24924,20.20307,20.01758,20.02373,19.64816,19.90884,20.16429,20.46936,20.13333,20.21455,20.07813,20.0295,19.76691,19.16084,18.93461,19.29124,19.7685,18.78382,17.65461,18.02195,20.1571,20.12449
"TATDN1",16.15948,15.57835,15.18823,15.43364,15.49986,15.39601,15.48177,15.4817,15.37517,15.68137,15.48007,15.48276,15.00578,15.0591439130116,14.9519433273629,14.80246,14.95898,15.82054,15.69096,15.54776,15.48943,15.3067321958447
"C8orf82",14.76618,15.30104,14.65035,14.7277141051123,14.9174301321798,14.76314,14.75892,15.12381,14.86395,14.74017827211,15.09998,15.31382,15.22364,14.5691014205503,14.2917901915466,14.63622,14.15022,15.14958,15.55909,14.84107,14.9953,13.91623
"EDC4",16.51182,16.31532,16.12819,16.18295,16.11391,16.08144,16.32164,16.25888,16.20334,16.14563,16.02796,15.88417,15.73802,15.86306,16.27934,15.68724,15.93874,15.96558,15.22079,15.70437,15.88304,16.05094
"PRPF8",16.1059,16.91487,16.34604,16.411,16.4954,16.26737,16.54681,16.60976,16.12643,16.24302,16.30076,16.48194,16.62523,16.3053189778925,16.5729952488006,16.42222,16.66352,16.40952,16.0403761246939,16.3626717775568,16.2664,16.66036
"SCYL2",14.61555,14.72566,14.81271,14.99493,14.28962,14.58272,14.60976,14.5768027094752,15.00835,14.4264,14.632984676535,14.74562,15.0429,14.6628675624686,14.41701,14.7559537835758,14.6632,15.06521,14.74512,14.88621,14.64907,14.9182
"FAHD1",16.28077,15.89978,16.24114,16.05744,15.11247,15.7702,15.67864,15.83019,16.47174,15.78657,15.6908008274338,15.3747180791156,17.41774,17.14669,15.78108,17.06776,16.50163,15.61099,15.6933,15.75685,15.40581,15.87794
"PDXDC1",15.71281,16.08362,15.84678,15.86144,15.9368,15.67358,15.95432,15.7904,15.81119,15.99408,16.28321,16.17783,15.52489,15.47443,15.70095,15.23439,15.25647,14.8197,14.9612211769246,15.33322,15.38563,15.34657
"MEAK7",16.7133,16.36841,16.38854,16.32705,16.39083,16.76087,16.57757,16.61329,16.44401,16.2863,16.02882,16.45737,16.01904,15.70808,15.741,16.1482,15.8792,16.25897,15.90662,15.80601,16.55421,16.1134
"SLC27A1",14.7002437213583,14.8385268474425,15.38925,15.10269,15.1945604297844,15.44147,14.61282,14.97917,15.70444,15.45154,15.4323613309917,15.4448,15.67686,15.13347,14.8010192301664,14.58821,14.95075,15.21439,14.8362750187779,14.88846,15.00651,15.42873
"TTC37",15.81259,15.83685,16.46257,16.3202,16.37975,16.33089,16.26688,16.20557,16.6599,16.37553,16.63836,16.5437,16.64382,16.7573,16.44668,16.29769,16.20544,16.65707,16.56987,16.50115,16.36832,16.93765
