Genes	D:\data\Ksyusha\dia_17.11.21\ost_d8_cont_Slot1-25_1_2486.d	D:\data\Ksyusha\dia_17.11.21\ost_d8_dif_Slot1-27_1_2500.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_cont_Slot1-36_1_2498.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_dif_Slot1-42_1_2497.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_cont_Slot1-41_1_2482.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_dif_Slot1-33_1_2484.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_cont_Slot1-21_1_2488.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_dif_Slot1-38_1_2478.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_cont_Slot1-37_1_2491.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_dif_Slot1-30_1_2495.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_cont_Slot1-20_1_2493.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_dif_Slot1-32_1_2480.d	D:\data\Ksyusha\dia_17.11.21\vic_213_cont_Slot1-29_1_2489.d	D:\data\Ksyusha\dia_17.11.21\vic_213_dif_Slot1-35_1_2494.d	D:\data\Ksyusha\dia_17.11.21\vic_426_cont_Slot1-19_1_2487.d	D:\data\Ksyusha\dia_17.11.21\vic_426_dif_Slot1-26_1_2492.d	D:\data\Ksyusha\dia_17.11.21\vic_431_cont_Slot1-24_1_2481.d	D:\data\Ksyusha\dia_17.11.21\vic_431_dif_Slot1-31_1_2483.d	D:\data\Ksyusha\dia_17.11.21\vic_432_cont_Slot1-22_1_2479.d	D:\data\Ksyusha\dia_17.11.21\vic_432_dif_Slot1-39_1_2496.d	D:\data\Ksyusha\dia_17.11.21\vic_482_cont_Slot1-40_1_2485.d	D:\data\Ksyusha\dia_17.11.21\vic_482_dif_Slot1-23_1_2499.d	D:\data\Ksyusha\dia_17.11.21\vic_494_cont_Slot1-34_1_2490.d	D:\data\Ksyusha\dia_17.11.21\vic_494_dif_Slot1-28_1_2477.d
PLAA	11138.4	9184.86	14748.2	10248	12012.3	10632.9	9597.68	8705.5	15488	14086.2	14008.5	13061.7	8394.79	12713.8	9672.84	11826	12338.3	12782.7	14503.1	12895.7	10672.7	12658.9	10772.5	11357.1
PLAT	1799.49	1420.5	1521	1145.45	1612.29	617.049		410.472	7871.96	1604.29	1110.89	806.732	82456.1	9956.51	19340.9	1923.63	3390.41	2877.58	34548.2	7724.87	70302.9	8069.37	98372.7	9238.69
PLAU	802.146	681.638	884.426		2571.32	1269.84	948.374		2235	804.298	2685.64	289.196	1661.24	1284.27			270.208				504.536		2836.77	
PLAUR	530.061	567.011	1249.63	1261.05	1475.29	1767.62	1608.48	2301.11	1413.21	555.948	1006.56	1671.26	1631.99	1581.7	699.432	260.219	1374.54	537.53	1710.79	827.776	1959.92	2401.36	1827.51	929.227
PLBD2	34396.4	47760.5	55388.5	37297.8	31799.1	29392.4	46473.5	36583.3	42073.7	55301.6	51020.7	39411.7	43876	58371.7	54816	95603.6	54971.9	53873.8	53655.4	80552	46891.8	55459.7	71712.4	70606.9
PLCB3	12122.9	10920.6	11958.1	12090.3	11577.3	18041.5	10140.4	14626.4	13530.1	11455.9	14448.7	16089.8	8887.88	10083.5	8157.86	6948.67	6407.37	5123.18	14062.8	6771.25	8205.19	10605.6	10098.7	10406.1
PLCB4	1295.23	847.417	1516.32	1252.04	835.482	876.208	613.645	300.586	2474.83	1212.65	1510.77	413.055		972.837	264.539	861.293	147.283	1177.08		464.916	228.293	290.177	52.8925	567.787
PLCD1	13184	16444.1	19721	17569.8	11748.4	21050.4	14900	21001.6	11260.7	20567.4	16234.7	27108.2	12946.7	24816.3	13136.4	25776.5	14007.2	18198.9	13116.9	24993.6	13211	27022.2	16531.7	23754.2
PLCD3	2412.24	2874.87	2295.75	3379.68	5548.81	6164.02	7143.98	8563.42	3057.03	2289.8	3062.3	4515.59	2319.45	3263.31	1206.25	1533.82	1007.26	2458.38	2919.81	2029.85	1333.85	3825.09	3150.1	4124.72
PLCG1	4378.66	3467.75	4834.51	2895.63	3168.9	4910.97	3365.1	4253.56	4068.11	4057.57	3449.35	4151.67	2648.35	2274.99	3305.28	2047.98	3680.63	2996.21	4383.5	4476.2	2212.51	3036.5	3488.49	4021.64
PLCL1		278.434		50.9268		62.2492				217.586		208.104	564.62	1083.42	1207.58	334.608		463.838			365.847	1102.39	444.245	1666.28
PLCXD3						588.682			1177.54	771.582			2588.45	45868.4	327.663	3457.73	955.133	1269.45		1635.95	2282.36	12876	1714.56	4620.6
PLD3	46606.8	25534.1	38927.1	26742.1	61661.6	52297.5	35038.3	32961.5	34459.5	35064.4	56394.6	32340.9	107719	42289.7	59868.7	25722.6	36975.4	23624.5	37910.8	27410.5	66792.7	37775.8	70701.8	59865
PLEC	54753.1	154530	57727.4	91392.9	39149.8	81636.3	91926.7	160662	65563.5	147294	55822	83786.6	185408	91904.8	155662	41070.5	136128	30297	136742	28926.7	20387.4	38994.8	58667.6	89655.9
PLEK		941.825	1204.34	1830.22	1096.2	937.832		1293.76	664.443	1875.25	447.113	586.896		565.836	262.387		2164.38			501.685				
PLEKHA2	680.941	684.104	604.166	621.677	704.665	637.332	424.724	316.842	319.827	391.301	468.539	1114.47	445.109				580.656	1083.12	517.555	341.37	437.916	498.389	569.866	1029.1
PLEKHA5	1177.62	853.699	1064.96	616.14	507.325	730.697	1110.97	524.515	937.698	719.936	1638.4	599.881	403.685	513.093	693.439	544.383	430.061	444.949	451.07	962.076	564.955	835.652	413.378	430.859
PLEKHB2	517.903	1076.48	809.091	758.461	1334.35	1313.8	211.851	549.369	1145.57	1160.47	919.449	840.323	892.554	346.644	1518.06	625.436	340.906	215.643	549.852	554.131	593.964	734.252	781.27	169.866
PLEKHF1	2587.53	2225.74	5628.64	1296.25	5674.87	3320.71	3071.86	3298.84	11639.9	6897.52	6518.4	4452.81	1525.02		2562.89	1715.93	3087.48	1448.35	2619.44	1406.58	3792.34	4820.81	2428.13	3421.75
PLEKHF2	4355.25	980.129	6251.42	2007.67	6217.97	5612.23	2007.81	3106.19	6941.11	8866.15	6512.73	4596.56	5487.44		3885.52		5680.25		7903.15	2892.27	5749	8007.57	6647.29	3679.79
PLEKHM1	51.1921		177.512	340.717		240.228	435.256	346.04		100.766											63.0991	149.715		
PLEKHM2	1912.03	1270.12	908.12	1346.45	965.022	1126.99	1350.92	923.964	1295.92	692.797	1449.99	2321.23	974.356	1470.1	932.61	817.536	944.76	1203.92	1284.38	1525.12	512.187	997.022	680.249	873.149
PLEKHO2	6917.2	10590.4	9621.54	8849.95	7554.06	7108.93	7699.26	9652.45	10138.9	11310.2	6328.92	8571.92	4296.55	6173.28	5193.3	5041.62	6048.57	10588.7	5192.43	7950.14	3656.89	8530.12	6449.71	9959.11
PLG	2385.74	1263.84	2422.73	2044.53	15721.8	1445.44	3605.78	586.683	2708.3		1491	2430.07	1850.41	478.072	20871.7	40651	25160.5	28775.7	16940.4	14433.1	1349.63	375.907	1826.96	1516.42
PLGRKT	3530.76	4235.64	2693.06	1833.98	2860.88	1971.81	3066.59	2956.85	3348.98	2308.82	1516.78	2991.77	1603.37	2131.5	1198.36	1592.29	1373.63	2419.27	847.44	2689.72	2091.65	2090.24	1384.93	1991.01
PLIN2	3545.63	1407.13	3360.42	2138.9	3520.56	3654.61	10976.5	2205.31	1337.47	1059.2	1215.11	3041.21	2734.2	23390.3	2074.98	2022.51	2371.66	3692.99	546.393	3714.4	991.241	3043.66	3891.77	9032.84
PLIN3	130891	86617.9	130936	63937.6	266593	145643	191152	122665	159807	113065	176561	127985	142701	108683	165702	127685	138251	87728	147243	81790.2	171834	147225	171491	156901
PLOD1	38772.9	38046.1	33443.3	21006.5	31400.5	30902.3	29088.2	20160.6	37248.9	35158.1	40816.8	33362.8	46237.3	21630.1	51505	17438.1	59161.8	17491.7	84191.3	29619	39569.9	53714.7	48843.9	57641.4
PLOD2	57125.8	47468	51250.5	38920.3	42533	43621	49962.7	32400.3	44929.3	32484.6	52740.3	34554.4	39298.4	15315.6	118144	33739.5	147131	50187.1	300180	143288	76113.2	113133	111496	76918.4
PLOD3	45676.4	46868.2	50015.4	37107.4	32876.6	42405.2	30121.1	33036.4	44735.7	46992.4	39642.5	39835.5	34060.9	32461	31806.1	36201.3	29079.5	27593.9	41984.9	35197.9	33789.4	45499.9	34763.7	41519.9
PLP2	99922.7	62929.3	76206.5	59643.2	49749.4	58878.1	51922.4	52195.5	71955.1	66495.3	84099.8	44287.6	75738.2	100345	101517	118159	55381.8	77153	75084.1	99174.3	69748.9	53666.5	75180.8	65997.2
PLPBP	9188.73	13495.6	10489.2	10436	11853.8	18966.8	11277	15186.8	12061.4	14545.2	12128.2	16333.4	9947.68	20791.1	10631.9	20073.2	13417.4	23072.7	14350.3	19728.9	11744.4	16944.1	10222.2	16589.8
PLPP1	1425.43	4511.05	5099.46	5590.48	4987.73	5189.66	5176.57	8128.38	2546.09	8720	3108.15	6334.61	5563.42	10568.3	8420.48	14058.4	9451.7	22527.4	5612.76	12267.9	4380.71	8314.08	5766.15	7818.2
PLPP3	17545.8	13125.2	23899.1	16302.4	22843.9	23882.8	15436.1	20847.9	12448.6	14208.5	20349.9	13311	8276.28	5140.4	2139.26	3108.08	1666.92	2938.84	2509.03	2946.28	5474.72	7640.64	12614.7	11490.3
PLRG1	1747.71	1397.17	1762.07	1469.73	2303.54	1593.74	1970.71	1218.03	2244.39	885.842	1794.02	1600.45	603.166	1490.37		334.67		309.876		961.581	1262.44	1669.44	1320.26	1155.44
PLS1				357.034					304.694		329.042				611.798	976.328	684.912	543.101	1276.36	1030.18	332.971	474.659	332.36	613.427
PLS1;PLS3	48198.4	39785.1	59845.1	23732.9	44722.4	55483	34679.3	34371	66190.5	72039.9	79942.6	63124.9	90140	85432	86086.6	87901.4	75292	72173	82098.1	68504.2	83235.7	93483.2	112159	76614.1
PLS3	240959	261119	273905	227609	209437	235579	178150	188106	303543	318346	293617	329190	336605	363670	351331	342070	390746	345532	373052	288252	409839	403735	425849	280345
PLSCR1	9231.68	10014.7	11621.8	8721.54	9227.55	24515.1	9740.7	18285.3	7498.81	15646	12886.3	15952.9	10041.2	6934.33	8190.33	6890.71	7828.63	5077.38	2721.55	2728.24	8075.03	15588.3	14414.4	17749
PLSCR3	7323.24	7111.79	15767.9	8313.33	7367.94	7531.79	5586.78	6074.45	9751.9	12058	11297.6	9796.21	6320.78	7538.34	10809.6	13881.8	5468.44	7269.37	9935.09	10267.4	7344	8635.71	9193.88	9922.34
PLSCR4	2994.77	6226.92	2647.06	5695.05	937.805	4281.25	1494.34	3183.38	2196.26	7491.48	2649.86	4989.12	2153.63	3821.6	3475.08	4861.78	2902.15	6526.14	3575.67	9582.75	2076.83	5501.6	5283.35	3859.82
PLTP	893.215	1010.51	2593.58		2977.47	1750.48	2464.98		2289.98	1085.59	1004.21	1146.34	686.64	1363.01	2206.77	2561.18	3061.96	2828.72	2717.39	2666.63	670.295	1157.95	1101.69	
PLXDC2	4794.61	8941.86	4992.84	7028.27	2407.91	6035.39	2762.32	7452.04	2327.01	4367.15	3451.74	5611.52	1914.71	1968.49	3357.72	2948.37	7028.31	4283.12	3007.48	2562.3	2166.94	3128.96	3716.2	2101.11
PLXNA1	4429.2	3905.76	3929.96	3456.18	3710.68	5083.49	4740.78	3597.64	5358.23	4278.8	6471.21	4200.71	2808.94	3894.09	2807.4	3419.99	3245.57	2753.54	3404.7	2655.81	2993.1	2108.43	3312.14	3192.64
PLXNA1;PLXNA2;PLXNA3	2408.23	2490.29	2738.81	2159.04	942.165	1904.23	778.729	914.148	2632.82	3206.18	3159.7	1959.37	2824.74	2504.79	2237.75	1525.61	2455.86	261.937	1901.18	1731.85	3085.62	2499.88	879.37	2459.95
PLXNA1;PLXNA2;PLXNA3;PLXNA4	621.562	1739.64	829.914	1694.72		1105.89		934.789	1591.4	862.353	1302.8	1568.99	531.811	673.969	568		943.717	1087.69	1342.27	802.311	665.94	1519.99	1088.11	762.411
PLXNA1;PLXNA3	1681.3		1280.9		2321.08	940.875	1199.48	2083.77	2457.79	3371.1	2375.39	1240.1	2395.84	1842.31	3504.09	4118.28	2874.53		1982.04		1279.49		645.169	971.292
PLXNA1;PLXNA4	3536.79	3055.96	2126.29	4886.9	1900.13	4075.41	2156.04	834.232	1691.73	2096.65	2344.39	3419.94	1243.08	1033.42	457.151	1006.27	1973.6	3104.66	1727.86	1825.41	893.141	1339.43	1211.98	1488.04
PLXNA2		1146.69	158.657	823.08		1169.44		1090.83	1235.35	948.425	554.815	865.991	112.759	661.037		917.823	539.599	2173.13	771.791	1269.34	596.101	1515.19	1483.77	725.883
PLXNA2;PLXNA4	1747.93	7792.9	3000.54	7438.51	386.528	7053.51	715.399	4678.49	2318.39	4561.68	1876.14	4603.86	2566.2	3304.1	2701.18	2950.95	2288.27	5514.78	1686.32	8886.05	4235.03	7679.77	2623.87	4440.01
PLXNA3	1870.75	2658.7	3634.68	2017.31	1177.93	1219.03	336.74	1145.75	2929.54	2234.19	2131.98	2095.54	1412.5	1338.97	1993.88	1733.11	2829.61	1586.56	3840.14	2882.96	916.653	1906.71	2121.92	2523.74
PLXNB1	492.066	1095.89	933.281	2023.92	461.308	1544.76	732.936	2722.82	1179.75	748.665	540.752	1714.85	481.284	525.431	446.556	780.305		1050.04	349.186	646.627		873.45	98.2792	1071.12
PLXNB2	12902.6	10310.5	16787.5	10237.5	14420.1	12195.7	10010.4	11731.7	15700.5	12945.6	14927.9	11088.1	10912.8	7409.9	13466.6	10206.9	9915.71	8878.52	11160.3	9767.58	7383.78	10145	11940.8	12576.5
PLXND1	4552.65	7601.56	5893.08	6270.56	807.115	2730.25		1467.65	3289.97	6220.98	3154.05	3909.56	2389.99	1951.63	2261.83	1819.12	1934.6	2711.85	1363.36	2099.17	1256.95	575.184	2706.73	3066.41
PML	32290.2	40114.8	34152.7	46663.3	20722.3	26395.6	23168.4	25452	33820.1	39453.4	28077.6	32497.2	26906	21054.6	6287.76	4978.83	5841.97	8352.86	6206.88	8709.57	16356.9	38239.5	25833.3	54655.6
PMM1	6445.56	6665.11	7791.52	7247.41	4423.08	5963.51	5294.64	3139.53	5495.66	5621.67	6452.53	7096.79	4773.31	2953.55	4329.28	1420.24	3014.38	1622.27	4923.09	3815.09	3217.01	3205.48	3184.98	3480.64
PMM2	13340.5	14525.9	14802.7	10243.9	10833.2	10279.4	10768	9456.98	13803.3	14288.4	13457.6	15422.6	12282.4	17551.6	14452.1	16399	10496.8	12762.4	13423.6	15852.2	9135.02	9691.99	10083.8	10976
PMPCA	9023.71	7506.81	10205.7	6957.04	10688.4	9154.58	10287.7	8493.45	10375.4	9510.78	10566.1	10041.6	9505.31	9462.41	8331.35	11548.4	10111.2	11491.9	9471.79	11747.9	11228	8378.12	9661.35	8285.92
PMPCB	13289.1	11525.6	15521.3	15997.4	15172.2	11337.8	11720.1	13374.1	14627.5	9575.35	14708.1	12603.7	14231.1	10076.8	11618.8	14273	12928.5	11578.4	12841	14024.4	14995.2	10054.8	14720.9	10222.7
PMVK	10450.9	7832.32	14620.9	7375.17	17873	12057.5	14264.7	14136.6	13037.9	10481	17009.9	9944.62	11842.3	11181.1	11123.1	8732.08	9680.19	10013	16834.9	11667.9	10950	11874.9	10308.2	12546
PNKP	1559.71	1668.25	2211.69	1312.67	2905.03	1886.31	2727.28	2055.36	2627.86	1590.79	2641	1644.09	2474.73	1388.81	863.702	996.047	1599.87	1294.73	1990.29	1185.66	1962.65	1626.37	2987.35	1993.47
PNMA1	265.53		370.005	386.187	632.93		442.472	253.615	816.323	279.485	817.36	432.462	405.859		1031.5				322.02		549.506	463.774	23.0026	242.244
PNMA2	949.687	2912.83	858.936	2811.55	708.778	742.723	415.758	232.4	1514.65	1854.22	1591.02	1695.61	2445.32	2314.58	1800.71	430.755	2551.99	2053.82	6491.56	5201.08	3142.68	2369.01	5263.13	5387.6
PNN	9627.35	3801.58	9113.52	3122.31	16130	10012.8	12855.4	8322.46	7335.85	4999.5	11802.2	7928.03	6750.67	1842.68						5592.96	9574.77	9564.71	11714.5	8793.13
PNO1	1779.43	1752.84	1578.35	1620.21	1852.69	1918.02	2801.44	1843.76	1510.05	1446.64	1775.16	1878.8	1563.43	1153.31	1360.69	279.857	637.387	1026.79	1519.1	657.399	1086.25	1423.98	1524.78	1545.76
PNP	57305.6	39806.7	45048.3	43732.7	50669.5	33210.7	43596.8	34089.9	79961.7	65391.4	63232.4	44166.3	69289.2	74779.6	50705.1	66642.1	45534.6	69769.4	46805.1	58910.2	79608.2	54689.1	82322	49704.3
PNPLA2		752.191			675.26	1037.14	1212.28	834.167	770.273	717.994	1223.58	776.938	1298.42	1392.68	620.467	534.693	2971.14	3414.82	1216.46	1241.31	334.341	1496.74	1267.23	894.396
PNPLA4	458.898	308.518			795.491	272.246	432.108		529.081	291.033	937.717	407.57	816.242	605.877				527.708		274.099	1075.82	722.288	391.54	326.768
PNPLA6	3489.56	3613.71	4364.7	4330.43	2645.41	4628.66	4167.59	5111.26	4283.67	4656.56	4259.81	3909.9	5326.47	3551.94	5495.93	3306.71	5390.42	5037.2	5365.02	4294.86	3981.48	4191.3	4798.83	4906.92
PNPLA7	397.099	377.936	81.4733							253.142	804.218		200.86	616.878			398.982					920.331	438.856	
PNPLA8	2816.77	2249.09	1298.38	2451.02	511.68	1802.9	1826.29	4219.54	1212.58	1680.34	1114.94	1352.76	902.855	2774.09	1185.82	2650.45	2121.79	3838.28	1514.66	4202.79	810.473	2097.59	1352.94	1837.07
PNPO	19266.9	17611.3	20832.1	18811.8	19419	17669.7	23151	23291.7	16856.1	12526.2	16981.8	13001	10867.3	19656.5	16649.4	36896.6	26382.1	45527.7	24607.4	31228.9	10571.6	21956.3	15537.3	20121.6
PNPT1	7888.02	5791.04	6341.41	5691.64	5680.14	8151.95	6501.07	7147.04	5742.52	7293.67	6750.29	7521.78	5699.87	11280.9	4459.33	6245.13	6252.55	11553.3	4206.73	8982.09	7442.25	9208.13	6033.88	6210.07
PODN	3393.79	1736.47	4417.73	1717.18	2909.55	4901.24	1377.18	1628.91	6010.47	2999.96	9753.53	8181.16	2327.95	1795.54	1479.4	1048.28	2137.33	955.787	4324.54	2415.78	1239.65	3253.02	3619.75	8238.39
PODXL	519.68				8347.56	888.052	806.883		6543.64	833.257	7155.57	1304	931.096		3804.19	1747.66	3853.17	1118.49	2127.27		11631.8	673.303	3189.49	218.86
POFUT1	20082.4	18210.2	16200.4	13228.1	21433.3	21893.4	18746.1	17000.4	17897.5	21979.2	18194.7	26928.3	15825.5	21649.3	21797.3	25699.4	20671.7	24925.2	22097.4	19194.5	20581	23215.4	18689.3	27455.9
POFUT2	18793.5	22917.2	19046.9	14288.8	12491.2	12724.7	9896.79	8160.97	18555.3	17414	16645.3	13868.4	14244.1	20328.4	20181.6	28660.3	27358.7	30409.4	35265.6	29239.1	14489.3	22833.1	17285.2	18763.8
POGLUT1	9150.01	11091.1	11142.1	11202.1	8747.75	12013.5	9975.76	14160.6	10391.4	11548.3	16952.4	20607	4597.65	11709.2	9325.94	14676.5	16289.9	12510.7	14388	10432.9	10769.6	12977.3	11044.1	13032.2
POGLUT2	3127.49	3745.61	1780.83	2825.83	3784.63	3113.16	2895.5	2003.83	3627.36	3281.04	3023.76	3918	3706.54	2393.32	1987.12	1085.5	2159.88	1216.87	3400.32	1296.02	3322.41	3365	3107.64	5476.1
POGLUT3	17221.7	17768.7	17489	20506.4	26326	27501.7	29166	27089.3	17526.7	21503.1	24279.4	25197.9	10148.3	15914.8	5793.49	9670.01	6839.53	13549.1	8216.11	12885	10167.9	23586.2	11111.6	22611.1
POGZ	621.305	372.52	388.573	360.596	1101.63	361.455	785.898	621.244	550.008	374.954	509.656	1151.48	199.004								388.342	485.137	408.428	207.482
POLA2		51.9241	39.8574	244.668	621.166	404.56	440.556	532.109	255.86	188.54	369.487	397.934	474.408	444.629	278.847				327.971	237.743		173.456	901.416	254.562
POLB	523.745		381.697		1291.61	1216.41	1113.55	1421.91	1278.67	299.711		1401.89	403.436	2082.23	1174.8		925.944	1336.64	1428.9	715.876	295.714	116.974	1807.53	696.122
POLD1	2433.2	802.169	3992.17		9078.35	16696.6	736.722	796.542	15665.5	49916.6	16878.2	7642.88	58526.2	4020.87	88620.3	48972.6	31315.3	8350.26	29548.6	11777	69429.5	13160.3	32389	32637.5
POLD2	861.91			440.551	863.889	276.187	897.013	960.283	491.521		380.779	573.935	485.759				61.8192		138.638		418.876		757.199	358.935
POLD3	558.418	610.444	402.343		1527.08	959.058	1233.59	1029.55	934.684	711.115	1164.23	401.827	471.359		411.965	705.922	706.617	279.315	581.171		445.009	428.25	298.603	196.949
POLDIP2	5834.47	4303.83	5159.85	4294.33	6812.32	6684.38	4923.62	7070.39	7053.03	5873.11	5675.72	5932.6	4034.03	4803.86	5339.15	3863.6	5276.89	5258.46	3913.68	3442.8	4330.43	5602.6	5700.86	4731.01
POLDIP3	3408.58	2705.75	1969.43	1377.23	4838.68	4549.18	4050.15	3537.27	3737.45	2094.73	4512.48	2687.7	3710.1	2083.17	443.641		1576.06				3868.93	4258.05	3698.11	3464.35
POLE3	520.146	379.312	568.457	220.608	1597	975.319	740.918	671.331	900.184	433.516	1235.86	567.43	417.518	449.193			177.622	256.574	341.925		627.055	184.419	244.51	615.291
POLG		338.322	359.058	183.683		595.161	953.62	423.853	789.828	897.33	430.855	477.108	531.188	274.8	194.129		344.91	334.772	296.562	491.328	382.555		601.996	267.462
POLR1A	156.459	63.5067	18.3855	133.569	30.37	181.309	182.319	227.817	183.064	147.537	170.019	119.314		57.1671							10.6938	20.5544	33.995	64.8374
POLR1B	537.03	1047.63	559.528	1000.33	484.179	1092.92	971.126	449.796	530.664	742.091	602.764	842.24	248.378	1032.46							1055.23	328.781	262.196	735.703
POLR1C	4103.95	3282.65	4621.74	3538.72	4541.85	4394.5	4347.04	4224.89	4360.55	4066.38	4449.45	2864.08	3721.33	4414.24	3082.06	3098.37	2154.9	4350.13	2388.95	3105.48	5731.81	2579.49	4502.85	4404.06
POLR1D	862.988	535.7	527.849	2709.77	1468.61	1188.75	1852.89	1008.68	823.559	61.9541	1426.05	813.299	237.873	558.192		665.824		1066.51	257.895	911.727	427.251	358.139	227.192	378.895
POLR1E	470.8		641.945		1451.05	631.758	395.876	426.336	618.222		858.945	402.408	914.689	436.195							1240.46	160.601	1259.82	1117.55
POLR1F	849.966		687.369	509.763	1376.32	1327.47	1092.95	619.855	767.291	523.651	900.64	411.167	803.71	573.854			967.767				960.382	587.954	711.65	1064.56
POLR1G	2661.55	293.549	2036.87	1099.82	2442.84	1825.12	1738.7	1048.57	3321.64	1399.99	2040.95	1576.9	2692.37	1155.58			132.588			404.104	2101.97	1243.88	3763.36	2883.38
POLR1H	57.9381	49.5353	46.2494		244.684	121.587	181.084	28.0987	247.969	180.165		93.3669	81.7741										120.014	142.235
POLR2A	5902.35	4564.22	4258.71	6094.48	4690.14	7825.18	6487.07	6938.78	3882.68	4459.55	7223.45	5360.46	5527.36	6463.9	2739.07	1265.96		912.674	4509.2	1503.48	5493.74	5895.34	5493.51	5310.79
POLR2B	7128.87	5891.25	8208.25	7965.2	6933.17	10042.1	11573.1	10913.1	8303.46	7690.9	9077.24	8629.5	8783.53	9234.46	3782.72	2033.06	3066.88	4821.11	4391.52	5398.9	6786.09	8102.96	9463.79	11764.8
POLR2C	9133.19	7881.54	9595.27	8127.99	11660.5	9462.51	8501.53	9358.99	9269.88	10204.2	11504.5	6185.74	10018.4	10125.1	5016.78	4439.26	5202.09	8346.54	8668.78	8484.96	12437.2	8479.23	12493.3	14214.6
POLR2D	407.52	589.226	968.413	880.254	1935.76	1316.95	1378.34	1366.46	1063.17	549.672	1122.82	518.215	36.0103	974.275		424.165	581.918	822.958	413.53	886.152	906.175	1141.91	795.897	710.917
POLR2E	3266.43	3527.28	6030.86	2437.79	11136.9	5576.14	5130.08	3996.27	5695.88	3684.07	4514.28	3367.53	5030.88	4821.71	1350.97	215.697	2073.35	1201.53	1602.3	1300.81	4610	5031.23	6269.65	4504.42
POLR2F	1920.13	1109.38	1921.32	923.374	1259.8	1747.06	2910.29	944.826	1154.17	1535.86	1645.71	341.49	3350.15	1651.89	961.685				258.31	181.487	2544.78	2383.22	3019.23	796.019
POLR2H	4253.65	4433.32	4547.52	3934.79	4894.02	5211.35	5977.59	5525.86	4909.44	4620.88	4749.88	5590.95	4648.8	5239.25	2557.68	4242.91	1711.22	4262.25	4799.36	3820.27	3965.3	5817.98	5515.69	3237.9
POLR2I	1880.19	1383.69	1999.71	1091.05	3025.08	1792	2740.34	2375.1	3936.38	1524.65	2035.72	1608.89	1271.19	2163.82	900.636	1623.71	2400.51	1375.32	984.14	1381.77	2681.4	2273.45	2806.78	1786.05
POLR2J	1034.23	1244.15	1125.08	1106.25	2553.46	1415.59	1369.82	1822.6	1276.66	1094.03	779.66	1230.08	760.561	861.046	592.475	443.115	561.052	1264.19	797.467	915.912	896.984	549.045	1811.06	1266.65
POLR2L	4836.52	3596.6	4899.9	2350.58	7694.82	7033.05	7910.33	5894.35	2900.41	4868.3	11980.5	7291.35	4466.07	3334.59	1232.69	2248.39	1164.08	5128.72	1704.96	3385.85	5495.49	5263.42	4576.64	6968.65
POLR2M	583.066	1153.41	1295.02	525.852	1100.73	887.79	620.547	1071.35	1258.63	1218.77	637.352	968.273	1340.46	742.004	377.549	279.675	697.404	1513.75	969.051	461.943	378.055	909.604	1131.63	1273.47
POLR3C	270.753	219.873	255.339	202.893	270.523	390.871	309.105	338.124	152.206	312.948	313	101.848	110.755	150.748		320.511		98.2614	62.5061	206.72	367.612	212.301	81.8126	104.384
POLR3F		429.476			588.134	435.495		285.342	238.883	288.219		295.651	221.666	364.527	115.986				267.625	427.723	595.895	638.584	372.547	586.248
POMGNT1	1640.34	1626.06	1520.65	1386.68	1712.08	1950.72	983.185	948.242	1887.16	1322.92	935.949	1429.29	919.496		462.428		626.588		971.352	1386.29	926.017	1568.02	1633.83	506.267
POMK	1745.55	621.614	847.977	684.841	688.214	765.558	860.133	1056.51	578.87	506.071	569.971	1140.63	603.066	1330.15	288.631	894.597	501.286	989.931	555.168	923.12	444.893	306.569	745.561	752.446
POMP	1493.94	741.486	1068.6	869.665	1335.05	464.034	677.116	453.975	799.003	933.627	1479.21	693.396	768.419		477.689	229.491	720.593	901.221	986.322	1026.57	883.291	1038.29	655.052	838.343
POMT1	1395.84	1045.67	1229.86	1315.43		1499.12	1435.43	1432.63	427.914	200.139	424.655	876.482	1169.57	752.059			278.491	1930.99	2344.9	2113.27	54.0897	231.994	754.834	1898.02
POMT2		320.628		648.234					88.7215	119.231						172.225	88.2306	141.554	146.095	51.3722		273.034		20.6154
PON2	24106.3	43906.2	21452.9	35817.1	24017.2	27859.1	21677	27369.9	25808.1	36826.9	26781.3	34043.9	18748.6	26419.3	18355	25414.6	30351.9	38544.2	39215.2	46559	17137.1	33474.3	25434.2	31156.9
POP1	5081.77	3178.63	5715.3	5880.89	5159.31	5335.44	5050.12	6335.09	5311.02	2403.85	5605.06	3555.55	5404.82	8068.76	1038.38	2632.64	966.493	2849.29	3579.12	4031.1	6648.49	7268.75	7805.15	5966.58
POP4	2049.26	1970.75	865.292	2348.96	1862.3	2107.18	1565.72	2702.79	1140.85	1013.56	2060.52	713.862	1528.61	1902.54	969.456			712.029	3310.85	817.48	1117.57	1158.55	1588.35	1483.85
POP5			368.775		440.484	615.587	361.933	227.705	376.977	373.047	397.15	132.285	396.352	622.332			378.294		216.364	102.771	387.78	588.756		395.77
