"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ACADM",0.203780530303032,12.9444388842975,1.06501214400038,0.29840283308482,0.641525009770802,-5.7769196062089
"VPS36",-0.196787651515145,12.2917734007027,-1.06474838041138,0.298519573172362,0.641525009770802,-5.77718985813699
"TGOLN2",0.237522658993001,9.89725825843908,1.06429587206108,0.298719926432849,0.641525009770802,-5.77765335759107
"ANKH",0.459242840909091,10.1727570715867,1.06415924625786,0.298780437934035,0.641525009770802,-5.77779326712208
"ALDH7A1",-0.135223021106352,14.8027633082933,-1.06378980677414,0.298944106310747,0.641525009770802,-5.77817150501075
"MAPKAPK2",0.139242727272729,12.9776433471074,1.06375034114955,0.29896159407833,0.641525009770802,-5.77821190354979
"GYS1",-0.475521818181818,13.4741952123621,-1.0625934559527,0.299474550383721,0.642027253181423,-5.77939553713466
"TTC9C",0.160097272727274,12.9439126859504,1.06214526887238,0.299673442597424,0.642027253181423,-5.7798537754677
"RPL27A",-0.305452878787882,14.8161781404959,-1.06172125250125,0.299861695260173,0.642027253181423,-5.78028714095788
"SEL1L",-0.139767045454541,12.5971403240682,-1.06152324860523,0.299949632911827,0.642027253181423,-5.78048945732039
"LUC7L3",0.662370530303031,12.2006573923901,1.06126175963168,0.300065793778385,0.642027253181423,-5.78075658943207
"USP48",0.317474871819947,9.9650549782081,1.06050971222258,0.300400053429873,0.642027253181423,-5.78152453660524
"APOB",0.395296060606068,13.3947993595041,1.06041113870697,0.300443885687451,0.642027253181423,-5.78162515785234
"MRPS30",-0.177216410397403,13.1168698887861,-1.05993213104058,0.300656948830894,0.642027253181423,-5.78211399644208
"LYRM7",-0.339457999296311,12.1565665949822,-1.05980267585039,0.300714549116996,0.642027253181423,-5.78224607439444
"CHCHD3",-0.183129542201595,13.3909841643242,-1.05940862822407,0.300889926553414,0.642027253181423,-5.78264801607667
"YTHDF3",0.258796121575376,12.554751338942,1.05934991934544,0.300916062148857,0.642027253181423,-5.78270788957142
"MRPL32",-0.209235834633771,10.7224180983966,-1.05892696567189,0.301104397402675,0.642095351344406,-5.78313914518431
"TAPBP",0.245168863636366,13.5519260950413,1.05856679367904,0.301264843032409,0.642103935954329,-5.78350626461004
"MCU",-0.245931605126533,14.0669981856957,-1.05782649356122,0.30159481526536,0.642473646426726,-5.784260491534
"GNPDA1",-0.272905606060606,14.0093431095041,-1.05584188060814,0.302480681100275,0.643954294585704,-5.78628009584689
"ITCH",0.160964660013866,11.8379969935499,1.05556680045454,0.30260361370422,0.643954294585704,-5.78655975653245
"ANXA5",-0.139974924242424,19.0230595661157,-1.05471199704928,0.302985849841171,0.644433633988604,-5.78742837493768
"STK10",0.201744563468562,11.8541095818639,1.053846066476,0.303373411453606,0.644883779713599,-5.78830765400877
"ANAPC4",0.350102075636681,10.0017465795004,1.05353731403157,0.303511683899311,0.644883779713599,-5.78862100858147
"XRCC4",0.233416969440713,10.9180868396957,1.05307160185551,0.303720334270584,0.644993260310785,-5.78909350595086
"HDHD5",-0.22098431818182,11.7033595836168,-1.05151612137393,0.304417965716782,0.646140511513646,-5.79067028446023
"RPE",0.194719375925381,12.9892573917813,1.05050852379023,0.304870478891399,0.646766571498291,-5.79169055709757
"CFAP20",0.19286975762755,11.7083568712697,1.04979547606343,0.305190997671628,0.647112110248984,-5.79241204175967
"CCT4",0.133976742424249,16.121393553719,1.04862841685774,0.305716112678845,0.647597254812733,-5.79359195667243
"DNAJA2",0.155821060606062,12.6004587396694,1.04858576061536,0.305735317862869,0.647597254812733,-5.7936350603726
"PRDX5",0.15831416666666,16.8834708264463,1.04665851092059,0.30660391882632,0.64817159390294,-5.79558087657136
"EIF2S1",0.132288863636363,15.2263155165289,1.04652932729604,0.306662203639605,0.64817159390294,-5.79571118922365
"HDAC6",-0.225926028223359,10.5759680002582,-1.04644444113875,0.306700506681521,0.64817159390294,-5.79579680936045
"NCBP1",-0.259328863636366,13.4472065145619,-1.04540028102744,0.307171938555703,0.64817159390294,-5.79684948528282
"NAP1L4",0.211726969696969,14.2204596694215,1.045201207735,0.307261877125924,0.64817159390294,-5.79705007450926
"CCDC9",0.347128693131094,10.1754538576969,1.04505552696705,0.307327705501216,0.64817159390294,-5.7971968427834
"TRAPPC5",-0.197003939393941,12.6437370041322,-1.04479810435688,0.307444050766426,0.64817159390294,-5.797456141913
"MPDZ",-0.23771616097023,10.5354177872772,-1.04478760477686,0.307448796840358,0.64817159390294,-5.7974667168075
"RAB3GAP1",-0.182430530303037,13.6244369008264,-1.04455744308655,0.307552848734548,0.64817159390294,-5.79769850537206
"SERPINB8",-0.248288257575757,13.7216578072396,-1.04419966086324,0.307714645017868,0.64817159390294,-5.79805872502408
"ATOX1",-0.193263106060606,15.4247560950413,-1.04409391259135,0.307762478033238,0.64817159390294,-5.79816517238991
"RPL36AL",-0.294459987763208,14.7783536536875,-1.04373880699001,0.307923141108849,0.64817159390294,-5.79852255435856
"SEPTIN11",0.130493712121208,16.4429901033058,1.04343831245312,0.308059142437183,0.64817159390294,-5.798824889456
"EIF3K",-0.165952045454549,13.5421041115702,-1.04188162399355,0.308764366874585,0.649322605543122,-5.80038985445685
