"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CTH",-1.26813170371878,11.2941013685241,-3.11514704093757,0.00503709255017699,0.0377817086702884,-2.53584992088001
"RNF149",1.60662116643449,11.4013995239431,3.11479620935113,0.00504123237153744,0.0377817086702884,-2.53662470805851
"ENDOD1",0.668276772727278,14.7841453305785,3.11470347429095,0.00504232719630517,0.0377817086702884,-2.53682950153516
"EOGT",-0.565245272871618,12.762046578473,-3.11458747160286,0.00504369704051596,0.0377817086702884,-2.53708567536702
"SIK3",-1.28758225150347,9.02494552850112,-3.11088348697215,0.00508762575543523,0.0380047725152499,-2.54526346677126
"IFI35",-0.601659787878786,12.0375618563689,-3.11045410919704,0.00509274193778391,0.0380047725152499,-2.54621122636957
"LPCAT2",-1.36720680415861,11.2402494003727,-3.10974102006681,0.00510124961166936,0.0380047725152499,-2.547785109509
"RUVBL1",-0.461405318649177,14.3713270532007,-3.10646758974225,0.0051404803630367,0.0382276664678726,-2.555008266438
"CD2AP",-0.462529348484846,13.6392857747934,-3.10504044143171,0.0051576751639023,0.0382861782058209,-2.55815651735316
"EIF5",1.17447204545455,14.9202930371901,3.10198694359568,0.00519465143171949,0.0384910543812428,-2.56489061787497
"TCAF1",-0.596792712121209,12.2568893440683,-3.0985529090899,0.00523654139165739,0.0387032136094161,-2.57246094994685
"ARL15",-1.2125369226897,10.0483598963026,-3.09790157962087,0.00524452329835408,0.0387032136094161,-2.5738964479722
"CAPZA1",0.496677000000012,17.6259983471074,3.09732745450072,0.00525156881375025,0.0387032136094161,-2.57516169652892
"MRPS18B",0.693706545454548,12.8792352272727,3.09594270425725,0.00526859970188137,0.0387591429681416,-2.57821302274668
"CDR2L",-0.870295921368857,10.4921276518187,-3.08751682457402,0.00537338267061103,0.0394013066190958,-2.59676843081046
"STK39",0.589782671838684,12.0758131204836,3.08686236556278,0.00538160500489493,0.0394013066190958,-2.59820886802736
"TFB1M",0.923353278997336,11.1439098977406,3.08661743961356,0.00538468526511882,0.0394013066190958,-2.59874790989491
"RPL23",0.634176318181822,16.2292499586777,3.08584120727788,0.00539445862488791,0.039402584795667,-2.60045616196167
"ELOA",-0.874162416897935,10.7044137460331,-3.08227620040662,0.00543956487576167,0.0396614810213173,-2.60829954833763
"PPP6R3",0.593103640516462,11.6973736471482,3.08012279439406,0.00546698676446231,0.039776013024497,-2.61303558112834
"GOT1",-0.491072075757572,15.1771425,-3.07913258495314,0.00547964096435408,0.039776013024497,-2.61521294357971
"IFITM3",1.28183986363637,14.1036879545455,3.07876529379714,0.0054843418689075,0.039776013024497,-2.61602050830065
"PLEC",1.36338348484849,16.1645167561983,3.07794708948036,0.00549482792258073,0.0397817788751215,-2.6178193646051
"FKBP15",0.49854522727273,12.4153591942149,3.07666127202672,0.0055113459334719,0.0397835222961379,-2.62064591604449
"EEF1E1",-0.504955636363633,13.1465179752066,-3.07591649689151,0.00552093542393791,0.0397835222961379,-2.62228291180409
"NRDC",1.02533165151516,13.0730008677686,3.07566764316605,0.00552414316901306,0.0397835222961379,-2.62282985157406
