"","Ost_contr_8","Ost_dif_8","Ost_contr_9","Ost_dif_9","Ost_contr_11","Ost_dif_11","Ost_contr_12","Ost_dif_12","Ost_contr_20","Ost_dif_20","Ost_contr_22","Ost_dif_22","VIC_contr_213","VIC_dif_213","VIC_contr_431","VIC_dif_431","VIC_contr_432","VIC_dif_432","VIC_contr_482","VIC_dif_482","VIC_contr_494","VIC_dif_494"
"SLC38A2",8243.51,19381.3,8608.48,10159.3,15307.2,29793.8,5636,11585.4,16575.7,25602.3,11144.1,11630.5,14652.4,19954.6,3969.12,14394.8,6975.8,8582.44,17288.8,10232.7,12600.2,10480.3
"SLC38A7",8777.43,4696.57,13603,6118.93,7535.72,8948.12,4687.93,6407.43,10664.8,11689.1,6821.16,9111.72,6507.26,9493.44,2798.68,9670.67,6301.46,4648.33,6883.28,3511.91,9014.88,5532.75
"SLC39A10",3075.14,1485.04,2267.85,NA,3699.56,4470.31,4110.44,4393.8,3649.69,3212.64,2738.77,2610.37,4859.58,5891.91,3102.99,7287.78,3960.04,5214.15,3442.63,5760.33,3905.24,5672.86
"SLC39A11",125.24,312.556,NA,397.182,NA,481.523,370.1,250.566,144.51,246.795,833.415,415.656,NA,NA,523.569,310.101,241.968,166.738,291.176,318.078,121.707,NA
"SLC39A7",4099.58,2685.36,4458.84,2944.59,2172.43,3581.49,3035.32,3219.54,2968.11,4152.23,3441.74,4681.27,2785.12,1878.21,2388.74,2324.89,3796.6,3344.65,2123.83,2809.28,2076.27,1688.32
"SLC3A2",59239.6,29971.8,44390.8,21912.4,56562,33317.2,82243.1,23955.5,61495.2,31396.8,60827.7,28886.1,43594.1,49392.4,33394.3,78131.3,46490,90850.7,67516.9,29975.9,95526.4,19513.9
"SLC44A1",24070.5,97347.2,26169.7,109020,19390.4,82316.4,17295.5,104275,18218.5,74188,41391,106241,44199.4,121314,17180.4,78709,17397.8,53809.6,39913.6,94452.5,35388.5,79850.3
"SLC44A2",6952.16,11983.3,8492.71,13025.6,3452.27,8813.32,3696.15,7224.78,7520.37,17663.4,6690.11,12219.7,5843.26,11032.2,5846.02,10679.2,5588.18,16652.7,4409.88,10597.8,8695.57,12047.9
"NA.138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLC4A2",3095.12,2421.81,2798.46,3259.94,5243.63,3802.13,4841.97,1822.07,2962.64,2891.17,3170.42,2113.38,6434.02,4303.94,1627.44,3913.33,6653.76,8949.67,7020.78,3962.08,8202.01,5498.54
"SLC4A7",2477.02,703.536,2313.9,968.959,2415.93,1169.04,1540.78,491.039,3853.15,990.504,2520.65,1041.35,10529,4062.61,9816.82,4025.19,9726.17,5450.2,5301.06,2445.38,9528.41,3102.2
"SLC7A1",5627.4,3872.29,5935.63,2151.96,5188.72,4142.93,4552.85,2081.08,4829.55,3587.94,6464.45,2169.27,3670.93,3180.78,2391.49,2808.32,3849.06,4749.16,6447.47,2837.21,6795.65,1723.08
"SLC8A1",NA,6031.65,NA,4699.37,23681.3,13529.3,38930.9,4762.7,10242.3,6879.88,20973.2,NA,8840.58,NA,NA,NA,NA,NA,NA,NA,15842,NA
"SLC9A1",5381.89,6697.11,4131.76,10578.5,494.624,6410.76,6256.29,6315.62,3244.12,7682.18,4615.8,6662.3,3081.79,6474.15,3638.36,9399.31,3045.96,5130.99,1357.14,5427.35,5764.75,5263.82
"SLC9A3R1",10543.9,9692.89,13203.6,5823.74,52617.3,53074.2,48354,36829.6,15110.6,9036.12,19789.3,20075,25270.4,24485.5,15473.9,10198,27976.8,17628.8,18968.6,25156,37174.2,34097.8
"SLC9A3R2",3308.53,3500.17,4767.28,3421.91,5421.96,3070.33,6451.87,6192.06,4698.64,4091.47,3262.36,3514.56,2057.56,3057.76,4886.83,4986.2,4809.5,4479.53,3154.73,7119.15,4960.62,5925.29
"SLC9A7",719.26,NA,NA,NA,NA,1172.63,816.245,NA,NA,971.027,1576.19,911.798,NA,3110.51,2237.16,NA,2111.52,1209.19,836.443,NA,594.903,1039.3
"SLFN5",7987.65,7083.13,7713.84,5213.26,7224.95,7015.69,6191.85,4553.72,7379,6657.44,10266.3,6651.36,5107.54,7893.44,3100.72,5744.93,3442.61,4788.14,5245.64,3038.94,5930.52,4261.25
"SLIRP",13058.6,14145.7,11921.8,16682.1,13465.4,15386.8,13181.2,13018.1,14679.4,11661.1,13670.1,13358.3,8037.56,13427.4,7175.73,7796.95,9173.43,9520.99,10206.5,10982.5,14433,11503.4
"SLIT3",2612.68,227.783,2860.07,1999.27,1984.18,2660.37,1720.62,NA,1932.72,2010.15,3711.76,871.826,4266.16,1157.66,3969.89,NA,3756.79,909.263,3296.84,2555.54,4289.17,2681.08
"SLITRK4",NA,484.541,NA,NA,NA,NA,NA,NA,NA,485.954,NA,NA,368.929,578.139,548.513,1901.7,778.409,2595.01,284.72,527.797,512.198,1506.81
"SLK",12096.7,17037.4,13264.9,18379.2,13325.7,14096.1,11073.4,13222.1,11214.7,12307.9,8508.17,15081.3,7562.09,13312.5,7676.89,12797.4,8986.62,12918.3,8618.97,11602.8,8091.28,8124.75
"SLMAP",1652.46,2192.26,2632.4,2268.2,1547.37,1916.16,1238.21,2055.88,2293.59,2708.3,2100.31,2165.58,1244.28,2953.65,2146.28,2929.12,2005.78,2448.15,1148.77,2744.59,1949.68,3124.01
"SLTM",71698.9,23090.8,66178,42294,94503.1,76328.1,80349.4,77371.3,71941.5,49523.1,78175.2,38945.6,86649,77625.3,3286.49,22789.3,4665.27,27249,75780.3,71166,69943.4,62836.7
"SMAD2",980.385,405.948,767.845,540.133,2442.55,888.805,1053.75,2129.18,967.188,1243.29,1365.9,1260.34,1918.47,1962.09,1890.6,1132.48,3233.94,3875.76,2420.91,2408.66,2715.33,3554.45
"NA.139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMAD4",1062.32,2514.74,1528.45,1314.73,1519.07,3106.15,3276.14,2757.79,2949.63,1807.15,2537.22,1822.38,1850.98,1984.71,1022.2,1845.83,1234.21,2264.77,1929.27,2322.49,2604.18,2474.65
"SMAP1",4658.7,4443.55,4158.58,3298.07,2981.93,4421.28,4696.48,3135,4775.83,5406.42,6238.32,5141.82,6442.43,5346.1,4344.18,5516.54,4471.95,6736.43,5793.75,5258.21,4353.29,4580.31
"SMARCA1",1580.71,1908.69,2204.02,1190.4,1112.12,884.682,2492.14,1230.34,1369.66,1424.91,1002.74,1618.99,1032.77,NA,1047.43,NA,804.069,NA,1140.62,2274,1610.67,1320.78
"SMARCA2",1883.57,1154.09,645.571,1036.1,2596.73,1014.12,2698.41,1962.16,1081.06,533.374,1162.87,1059.49,1048.78,434.192,NA,234.862,210.926,NA,504.617,990.509,1429.05,1425.39
"NA.141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMARCA4",2658.42,1217.18,3054.28,1501.18,3053.16,2172.09,994.251,1227.68,1529.88,596.561,2028,643.589,1386.93,NA,NA,NA,814.398,NA,1105.25,NA,1296.39,1797.71
"SMARCA5",5601.4,2984.96,4252.47,2258.39,4018.9,6641.55,6373.58,6956.05,3842.56,2726.29,4912,3749.51,4650.09,2464.62,875.517,2109.88,1716.98,703.176,4069.53,5145.44,4535.03,5107.33
"SMARCC1",1363.74,379.857,813.924,407.516,1548.55,1267.93,547.922,1129.23,1233.33,655.105,1220.95,1147.12,2115.49,913.463,197.323,386.447,NA,442.683,1700.89,1480.38,1433.99,1475.29
"NA.142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMARCC2",2941.59,1290.04,1937.87,1677.02,4888.76,3978.05,4018.8,3658.97,2091.24,1438.56,2519.1,2333.6,2748.7,1825.91,456.36,NA,258.463,639.113,2804.59,3675.45,3162.43,3081.27
"SMARCD2",1475.84,800.751,1535.02,1700.03,1566.33,1304.19,1586.66,2299.29,804.866,774.715,1541.83,1258.05,792.202,650.483,NA,NA,NA,NA,1551.93,1200.6,1787.04,1716.56
"SMARCE1",4613.29,1264.89,3500.16,1529.13,8068.92,4292.22,6212.25,4267.51,3700.01,1768.08,2712.67,2270.03,2680.45,1412.02,NA,NA,NA,NA,3579.66,3674.98,4579.42,2818.11
"SMC1A",2159.91,765.081,2637.08,307.166,3908.82,2837.89,4223.27,3399.32,2361.79,1829.67,2661.67,2034.93,2487.84,2506.46,NA,608.502,492.337,1037.24,2267.35,2349.32,2508.8,3522.19
"SMC2",1573.37,1280.89,701.054,1276.68,3100.37,2577.25,3114.76,2757.37,1420.49,835.532,2139.67,2171.41,1263.36,1174.73,784.956,NA,1162.89,864.645,1898.15,2024.35,1760.8,1657.06
"SMC3",1738.96,846.552,2035.28,NA,1973.23,1639.77,3289.19,2437.28,1143.31,1011.11,1155.73,1269,1183.41,1921.41,1151.93,1044.95,2120.86,603.201,1123.93,2086.57,1630.14,1958.71
"SMC4",3082.82,1236.84,1987.06,NA,5477.25,5945.19,8031.95,6090.76,3284.98,2597.98,4769.36,4133.71,3707.97,3245.37,1243.95,2072.9,3587.77,1938.85,4270.65,3047.67,4558.16,4391.75
"SMCHD1",1327.74,1015.61,1156.08,930.227,1531.63,2011.9,2167.93,1894.94,1903.84,1132.47,1445.05,834.609,2198.2,1323.57,NA,431.828,NA,705.183,1672.94,1445.01,2560.12,1801.27
"SMG1",408.089,265.856,500.8,326.177,399.891,706.211,844.179,360.345,292.521,392.49,453.165,179.565,221.193,228.249,440.905,NA,758.646,349.427,343.208,352.049,357.368,386.54
"SMG8",1223.95,860.387,1315.69,1891.61,1087.04,1004.86,NA,1672.28,1692.63,1586.07,1366.36,1574.46,1492.4,917.072,1276.45,1173.93,1554,1774.22,1884.16,450.393,1866.2,1411.18
"SMG9",2200.42,1955.49,1095.79,2088.21,1830.29,1825.68,1608.38,2468.01,1883.2,2025.45,2463.33,3304.13,2295.77,2119.5,1100.32,2377.4,1601.16,2217.54,2174.08,2075.1,2420.49,2046.19
"SMOC1",2970.76,3387.99,3592.23,2523.23,1675.8,3067.72,1474.13,2301.91,1628.47,3257.3,1841.42,3790.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMPD1",3108.55,2713.28,5946.82,3795.95,4357.36,3187.8,3641.49,3360.69,6482.32,5087.58,4942.21,5247.34,5003.86,4051.07,5493.95,4502.18,5116.45,5650.68,4974.8,5278.17,6098.18,5987.15
"SMPD4",1774.37,1613.19,1333.97,1424.01,2425.05,2163.18,1910.34,2768.96,2074.78,857.371,2957.32,1450.34,1442.29,1489.31,844.638,1817.27,851.962,1028.93,894.663,1639.18,1977.95,2004.14
"SMS",15291,15191.7,18717.1,11591.8,19328.5,20867.7,14164.6,16412.8,24371.9,14903,16732.1,15231,17906.5,19480.5,24836.8,16695.6,25689.2,18287.7,25196.7,22390.9,25134.6,19482.7
"SMTN",1779.74,2754.96,3265.13,2180.23,2755.01,2722.53,2087.07,838.577,7066.85,3672.95,2891.45,2519.24,2493.94,893.881,6046.38,1847.11,4799.31,1833.42,1394.9,3609.18,4013.42,5407.79
"SMU1",11083.5,8276,14678.8,6346.55,19392.3,16948.5,18481.4,11526.3,15809.6,11285.4,14814.6,10194.4,11011.8,15336.6,2216.78,1939.46,4662.87,2724.42,13795,12604,20010.7,15186
"SMURF2",931.748,740.8,1988.02,1934.99,1262.23,NA,NA,NA,1349.94,1329.44,637.678,2097.18,620.084,NA,969.254,NA,1872.44,215.337,1380.15,212.559,631.422,1098.79
"SNAP23",12043.8,9225.5,9158.62,10637.2,5746.47,14332.6,9540.02,10406.8,8568.81,12420.8,19611.6,14163.7,12529.2,8965.39,18052.1,11687.9,24650.3,17848.6,16154.9,14947.8,8564.93,14885.4
"SNAP29",5028.14,5503.05,5589.61,3889.45,7135.55,8742.15,3743.69,4424.11,5535.36,6053.87,7578.65,6785.32,5304.92,5723.21,6826.8,5312.5,7814.4,4842.55,6827.18,6165.53,5473.4,4913.67
"SNAPIN",29013.4,20410.9,31658.5,18827.8,28967.2,28617.3,26921.6,23784.8,28597.2,22812,33134.2,26863.5,16849.9,20578.2,16741.6,11742.7,21514.7,20671.8,14626.3,27400.5,22161,19676.1
"SNCG",148.166,NA,339.693,198.441,450.875,123.301,709.042,336.236,244.156,NA,275.53,303.346,155.673,480.027,912.862,291.079,107.138,228.314,249.281,653.21,374.693,438.518
"SND1",72201.4,64802.5,86879.7,53133.4,77480.9,87312.1,73628.4,69689.5,95115,83965.7,75170.4,82887.6,90123,70289.4,80494,61112.2,79875.7,70831.2,87409,108142,92973.1,101095
"SNRNP200",17170.2,9949.34,13310.8,9157.88,12025.8,15415.9,21065.1,16100.5,12825.5,9289.42,15507.1,9879.14,15736,5354.81,1155.4,3471.84,3119.54,1292.9,10888.3,10014.7,17102.5,16688.3
"SNRNP40",9836.13,4942.34,7023.14,9288.31,14117.9,6802.99,12821.2,7969.73,6327.35,3796.18,9459.51,7237.13,11827.2,5965.84,2795.6,1661.94,6078.13,3313.57,10957.8,9062.51,10957.1,9661.86
"SNRNP70",27535.5,21772.7,24419.6,20426.6,33881.9,27224.6,27866.1,25811.6,26940.5,17821.9,22651.6,20234.8,15176.9,10561,5603.22,3264.4,8409.96,6645.77,17984.4,30438.6,26339.6,25293.7
"SNRPA",10029.1,7105.28,8700.42,7004.66,9475.72,8844.36,11667.3,9510.26,7965.14,6423.94,9891.42,7774.37,4153.07,13009.9,1571.33,1754.78,3719.23,772.718,3119.33,6800.61,5947.29,6649.92
"SNRPA1",6344.31,6696.84,5981.8,5306.04,11304.5,9138.31,10440.8,9063.1,7871.37,5207.6,7439.78,6825.95,7875.82,7103.49,1278.04,1313.1,1253.79,2164.75,7164.61,7354.3,10044.7,9513.86
"NA.143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SNRPB2",6778.45,5764.49,4339.84,4333.33,7006.53,7025.3,8258.73,5696.15,3098.61,4746.38,6490.75,4488.75,6097.52,6107.19,1526.26,1105.15,1407.88,2202.8,6122.53,4772.1,4634.15,5536.8
"SNRPD2",64466.5,33230.2,51612,28929.3,78629.2,69821.8,84541.8,74390.4,54900.7,38443.2,71820.2,45494.7,48492.4,48070.8,12868.4,13250.3,19703.5,16222.3,55463.7,60339.3,74399.3,68911.7
"SNRPG",29947.6,16029.1,28683.2,14460.4,70840.6,30364.4,37252.3,22731.5,38963,24357.3,46904.4,23393.7,49848.9,26485.2,13683.6,10463.4,12296.5,9862.88,69818.8,28199.6,29451.5,32703.8
"SNTB1",21463.5,12420.1,29804.6,12649.3,12184,12760,11556.2,10603,26278.5,22029.5,16881.2,15511.4,4342.8,5079.42,1888.01,8346.16,2264.45,13682.7,2754.79,3013.47,6097.16,8221.61
"SNTB2",19847.2,22073.4,21999.5,23614.3,22350.9,24462.4,36336.3,27066.9,18037.9,24231.6,35817.6,30533.2,23132.2,34980.2,10238.4,14040.9,12487.4,19094.4,13666.4,26290.6,25019.9,29949.3
"SNU13",27325.7,15499.2,25691.5,10695.2,32058.2,27339.6,25570.6,22194.1,27718.1,18545.2,28158.7,20464.5,29154.5,49545.1,2856.44,5129.45,3908.12,4437.28,25525.4,32593.6,43547.8,33212.4
"SNW1",8430.59,4284.63,6609.8,3466.87,7286.77,8155.25,7557.55,7846.89,6886.61,3760.43,6778.56,5215.22,4594.47,5924.7,863.104,764.455,959.91,870.658,4674.02,6425.77,7739.73,5077.51
"SNX1",18193.3,17384.1,22102.9,17554.7,19715.8,22586.6,21895.7,19842.5,24611.8,22231.2,23034.6,22333.8,12690.4,21060.9,16752.1,16454.7,15524.1,19537.3,13147.7,19890.3,19997.4,24183.6
"SNX12",20743.9,16360.2,22140.6,11668.9,18515,19599.2,15628.9,21179.7,17785.7,18236,15832.8,16355.6,9419.38,11370.4,10920.6,17906,13403.6,15660.4,14014.5,17990.5,11504.5,14208.9
"SNX17",8617.56,7360.21,8692.74,8374.69,9331.43,11641.5,9135.5,9128.05,10587.3,10227.2,14350,8995.01,10947.7,5102.19,6704.56,6277.28,9419.69,5701.26,9959.21,7546.88,9481.08,8880.78
"SNX18",17965.1,11276.8,18621.9,13289.7,7787.53,12683.2,5982.45,11862.9,14527.5,14558.3,12649,12786.8,8604.92,19016.7,13349.7,10145.5,8304.91,11536.4,6604.92,18458.1,9774.27,15470.9
"SNX2",25553.3,25524.2,27869.4,24124.2,27222.5,26185.6,25448,26271.5,26561.7,27967.8,26449.8,29349.8,16796.6,25121.1,16577,21179.4,15374.1,18206.9,16256.7,18378.3,19044.7,19266.7
"SNX21",1699.47,665.356,2103.57,1997.57,1846.84,2430.17,3836.68,2624.53,1345.06,2577.33,2497.15,2288.83,1554.86,853.833,718.103,758.274,1105.92,1093.94,740.828,1726.6,971.864,1549.96
"SNX27",3715.98,3808.99,3749.82,3638.54,3482.54,5750.83,4267.99,4655.52,3491.31,3695.41,3562.07,3142.19,2758.19,5181.41,2550.34,5668.25,3199.84,4909.09,1653.56,3459.18,2774.54,3982.19
"SNX3",41214.5,31207.2,56637.3,26109.5,61063,41993.1,35279.4,36491.6,57548.9,46747,52578.6,49031.1,37117.8,36868.6,42453.5,38836,48736.3,35962.8,42364.1,45764.7,48832.1,46435.3
"SNX30",444.585,1110.88,652.718,371.943,580.743,695.597,402.296,477.53,893.942,304.13,1143.08,497.728,754.503,855.771,585.003,809.386,478.243,691.526,677.911,750.608,645.421,841.423
"SNX33",2294.08,2228.2,2465.49,3837.43,1872.52,2612.84,2277.95,3811.84,2096.4,3040.01,3376.75,2102.79,1486.08,1956.01,1032.77,1145.91,2182.83,2533.75,1375.88,3434.62,2353.62,1328.67
"SNX4",7856.89,6455.18,6243.77,3980.14,5205.78,6015.88,5351.66,6805.01,6790.94,7270.18,8129.54,7856.7,3890.54,8328.25,5522.83,7420.33,4779.9,7515.27,4972.17,5640.66,7556.13,9559.65
"SNX5",12366.7,12920.1,13382.2,11887.3,16967.7,16296.8,18068.9,17807.9,12241.8,12050.3,13077,16242.5,6658.96,11159.5,6133.43,8744.81,9449.41,9203.06,8046.95,11838.8,10549.3,11457.3
"SNX6",32236.3,27321.9,38239.6,31123.2,30382.7,31096,28767.2,29980.3,33251.8,31787,32589.2,37983.5,15859.5,26805.9,19960.7,27717.1,22812.3,26472.4,17055.2,24837.6,20693.6,24877.1
"SNX8",2392.56,2246.19,2709.67,2106.19,1283.3,2932.06,3678.83,2788.45,2290.02,2480.3,3137.98,3679.94,1436.08,1912.2,980.834,1143.24,1294.01,1183.75,1206.02,1422.55,1241.01,1017.86
"SNX9",63217.3,30544,63169.8,47590.6,78751,47996.9,82350.5,44021,47754.4,30633.6,90454.5,49949.1,38428.7,51650.8,15066.2,20177,17808.8,17946,28039.2,30796.6,40856.5,31786.5
"SOAT1",6737.63,14090.9,7917.82,9124.55,8045.57,17397.6,15658.1,17419.6,10508.2,12197.3,13079.2,13351.7,4607.4,12135.2,2142.01,3292.38,6212.62,2890.89,6395.06,10127.3,8353.06,7172.22
"SOD1",42836.2,32114.2,63268.1,36459.4,72465.3,45710.3,43064.3,44255.6,50597.4,33417.5,48186.6,49776.6,47235.1,52897.9,62699.4,72055.2,73799.3,68285.2,57656.2,59753.7,59724.4,51067.4
"SOD2",40735.8,41332.2,49867.7,57354,100316,236192,125497,320991,45112.9,84753.2,174993,140560,94029.7,274772,96478.1,236880,59804.6,198584,84322.3,110945,72148.8,166763
"SORBS1",NA,2933.78,NA,5079.05,NA,2906.72,NA,3440.51,NA,2387.6,NA,6734.79,1062.63,9441.82,NA,4578.55,1499.48,3616.4,NA,6576.72,1173.69,15757.5
"SORBS2",21898,19806,36959.6,29888.8,16458.6,15462.2,11952.9,26049.3,24662.4,28432.7,41103.5,45525.5,909.023,2350.67,2277.83,4748.06,2236.61,9414.38,872.295,2124.29,5872.6,4164.71
"SORBS3",10309.1,9683.95,10008,9965.61,8546.94,13144.2,9562.49,14472.8,7623.46,11313.8,9720.45,11771.4,5477.83,13594.9,6358.61,8740.22,5009.48,8504.97,5282.41,14595.6,7232.61,12765.3
"SORCS2",40818.6,19714.3,NA,26376.7,43717.4,18499.8,54048.5,31419.8,23259.3,17299.8,31502,14687.3,5329.64,3706.88,10190.2,NA,20380.1,8874.44,7637.55,2361.28,14537.3,2526.27
"SORD",10093.9,6619.36,8993.77,9138.22,11246.9,8214.8,7735.27,8338.34,8165.89,7327.98,9223.45,8111.6,11210.5,13272.1,10612.2,14392.3,8828.1,13408.8,4707.96,5583.73,8964.77,11370.6
"SORT1",3727.09,9297.48,4094.04,7165.53,1920.58,10136.5,2163.62,4767.11,5219.09,12725.6,4135.25,8534.92,4016.06,2456.57,3999.41,1430.14,3198.2,2887.33,2762.35,5743.23,2219.99,5104.5
"SOS1",NA,293.289,792.347,841.39,287.056,624.292,146.761,318.841,380.168,542.294,282.154,150.608,515.772,458.371,237.286,492.713,576.49,572.633,124.03,333.451,181.164,414.892
"SP100",6728.74,7213.49,8971,4383.34,8365.13,8338.38,7393.48,8708.33,8136.6,8609.4,5848.11,7016.9,8716.85,3329.94,4512.19,3515.58,3972.6,1185.07,11684.4,11191.4,11077.4,9290.03
"SPAG7",2098.22,1118.82,1241.7,2034.44,2004.44,3133.2,1922.93,2310.05,2132.38,1829.95,1360.48,2268.72,1710.83,1417.45,653.964,NA,2844.73,424.402,1984.76,905.464,2443.83,1171.62
"SPAG9",33091.2,31536.5,39765.5,34041.1,30386.7,27758.2,29091.7,27111.6,36968.7,30036.7,29285.5,33365.5,15724.1,17398.4,21371.4,19998.1,25160.7,19557.6,19233.7,26654,22882.2,19828.6
"SPARC",116153,120069,132875,59995.5,75320.1,73954.7,46192.9,32277.3,181663,92290.1,85579.7,67890.6,60293.7,20166.5,220323,23959.7,146659,46585,62004.4,98064.6,78159.6,68789.3
"SPART",15580.2,13718.8,12628.4,11258.4,16331.5,20361.9,15020.6,15498.3,17743.2,19934.5,14908.1,19869.7,11710.2,14100.4,7714.95,7904.63,12299.3,7968.52,11236.3,15264.6,14296.6,13139.4
"SPAST",498.141,645.624,641.333,763.627,334.919,402.897,749.592,437.336,683.563,511.058,989.519,626.95,351.287,528.406,323.872,487.712,1006.52,632.551,425.776,529.538,198.8,490.841
"SPATA18",1774.06,645.219,2404.33,1889.86,1079.95,665.713,604.209,463.119,2507.08,554.707,1680.26,982.724,1233.27,NA,813.436,NA,NA,NA,713.94,624.5,535.537,NA
"SPATA20",1818.47,1799.63,2483.73,1977.61,1758.71,1786.88,1777.71,1054.36,1953.81,2458.62,1995.62,3535.52,1330.77,2359.07,1808.03,2562.03,695.438,1368.81,1004.42,2225.26,1407.98,2285.78
"SPATA5",9363.2,7052.64,8520.91,7479.5,5241.62,7740.81,7999.35,9009.83,8839.55,5436.77,8166.81,7139.11,5064.57,7033.72,3630.11,7951.62,6808.41,7812.31,3368.52,6546.59,7038.96,7133.03
"SPATA5L1",1572.63,1751.19,2689.74,2302.08,1062.42,1880.13,1436.92,2122.94,1200.96,847.104,1650.25,1219.24,1239.39,1622.97,730.974,1404.34,901.606,1804.85,1363.24,867.113,1506.78,1175.96
"SPATS2L",7601.69,10409.3,8354.55,6641.95,6618.84,6913.33,6398.43,5669.94,7728.48,10061.5,5213.9,7470.99,7904.25,3436.8,6042.49,2355.77,10471.5,1148.32,7766.81,7054.14,9260.62,6669.67
"SPC24",1416.4,1345.03,NA,171.396,5023.73,1362.2,4394.3,2175.68,2254.04,920.144,3473.76,1606.34,1140.12,762.383,NA,NA,NA,364.839,2045.99,1196.68,2618.86,1383.28
"SPC25",457.597,871.166,NA,581.228,2143.96,861.135,1789.89,977.903,438.649,512.198,1305.48,544.216,1259.92,384.651,NA,NA,NA,1273.96,1239.24,454.638,650.188,345.74
"SPCS2",53182.6,56312.5,61407.8,48547.6,41806.2,40556,36156.8,41403.6,52231.4,49208.6,52222.3,53424.1,38892,66509.7,47678.8,68167.8,61114,64161.7,38062.4,49251.9,55517,66267.4
"SPCS3",9064.09,6173.62,8239.43,5721.12,7708.6,7483.16,6475.71,6778.4,8613.73,8569.83,7985.14,7917.65,11559.8,8266.62,8557.42,11448.7,10848.8,11705.3,7746.25,5884.58,9984.32,9969.32
"SPECC1",7771.69,6776.56,6807.28,7308.61,4767.38,4279.26,6265.6,7531.95,6368.96,4448.89,5085.48,5938.91,2349.17,3996.63,2112.97,3361.23,1007.61,1602.66,1453.1,4415.07,4434.94,6513.64
"SPECC1L",4274.35,3756.19,4260.65,4596.79,3655.67,4757.8,2937.19,4436.01,4632.97,5782.92,4942.75,4345.44,3455.43,2367.42,1107.44,1757.78,1300.2,2778.31,3657.44,7119.33,6172.79,5959.57
"SPG11",575.556,1385.77,522.803,727.908,NA,763.704,631.153,617.834,NA,414.964,NA,1067.17,564.983,728.808,443.296,536.44,442.605,1502.49,694.941,NA,NA,NA
"SPG21",4283.83,5052.26,5767.86,5256.25,3712,4563.56,2251.21,3317.89,5808.64,6198.79,4104.07,5878.52,3498.9,5882.94,2649.04,4677,1542.59,1974.99,3970.49,3699.25,3191.06,3644.57
"SPG7",960.829,833.221,442.941,858.915,829.491,607.023,947.429,578.22,539.761,686.644,1203.72,458.818,484.691,582.201,1492.07,577.06,855.13,521.942,809.358,578.383,572.208,862.721
"SPIRE1",347.369,598.329,790.936,898.574,1922.3,756.161,1675.25,NA,1003.62,875.608,1010.19,NA,418.275,NA,945.214,1439.05,936.887,931.407,418.328,641.492,1078.17,628.611
"SPNS1",3990.35,4302.37,6412.99,6504.79,3860.74,3392.97,4658.41,4121.54,6702.13,5128.94,6588.73,6535.65,5468.67,5028.2,7126.75,7052.2,5900.44,7829.85,3631.63,6167.8,9167.79,5960.5
"SPOCK1",2079.06,837.204,1429.28,802.058,6036.57,5795.97,3307.18,2947.72,2330.78,1604.33,8088.41,2005.33,3647.82,1391.78,3270.23,721.924,3751.18,620.156,2919.58,2612.38,5990.12,3682.44
"SPPL2A",65476.6,58100.6,61858.9,43785.4,66425.5,57984.9,47815.5,49315.9,70766.1,72767,75659.8,65555.1,59652.6,59486.5,23781.4,34915.8,37651.1,30154.1,53632.7,49332,70713.2,45442
"SPR",9129.7,13887.5,12364.2,15085,13509.7,16326.8,11198,15481.6,14303.3,19195.1,15798.3,20724.8,11412.1,15047.8,12588.4,26222.4,17368.1,25297.2,12974.5,20452.8,14697.1,20402.1
"SPRYD4",3939.55,5113.05,5529.78,4698.69,5444.95,4139.97,3810.27,3836.22,6553.87,8660.07,5996.28,5464.31,4914.56,7531.49,6986.9,9794.97,4082.99,8241.89,7356.8,4620.38,4866.03,4998.71
"SPRYD7",4464.45,5190.83,4483.71,3569.93,3215.79,5049.35,4021.12,4418.34,5001.33,5141.76,4305.61,5567.98,2523.06,3757.85,3365.15,4317.17,5039.81,4344.33,3381.66,4711.18,3723.69,3655.33
"SPTAN1",65367.2,71803.1,72619.9,62926.7,57974.3,73595.7,57518.1,61457.7,87497.4,79753.1,81823.1,68419.6,50882.7,85461.9,27738.2,24418.5,30996.8,23136.4,70782.2,90060.3,78751.3,86279.1
"SPTBN1",67246.3,66946.9,76736,58750.8,53800.2,70691.7,61101.9,66795.4,93778.1,74821.7,68144.5,68404.6,49268.2,87917,24448.6,22709.7,29070.6,22732,64691.3,93056.8,83618.5,91380.8
